AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17
Southampton,E06000045,961.5,1029.3,1051.2,964.1,984.0,916.7,905.9,993.1,831.3,829.6,861.4,900.3,860.6,781.8,908.8,899.4,870.4
Isle of Wight,E06000046,934.1,1012.4,982.3,862.9,860.8,846.2,866.5,878.3,802.1,820.8,782.2,845.9,836.0,751.3,777.8,803.4,841.4
County Durham,E06000047,1150.9,1160.3,1206.4,1119.9,1161.9,1077.5,1068.0,1087.7,1033.4,975.5,993.1,973.2,1043.5,959.4,996.8,992.8,981.1
Cheshire East,E06000049,1053.9,1034.7,1003.8,993.0,926.0,910.6,906.6,916.4,872.4,858.2,804.5,847.5,795.8,753.0,827.7,794.8,788.5
Cheshire West and Chester,E06000050,1021.7,1045.1,1032.2,961.7,995.5,941.0,964.1,989.5,891.4,888.9,864.9,889.2,808.8,843.4,870.1,867.9,858.5
Shropshire,E06000051,988.0,1023.4,1042.0,929.8,901.3,858.1,883.3,902.2,845.0,823.0,810.8,783.0,811.4,746.2,824.2,818.6,827.8
Cornwall,E06000052,950.7,978.8,983.5,913.4,907.2,859.8,895.1,884.0,865.4,849.1,793.0,823.3,843.8,786.7,826.6,833.9,825.2
Isles of Scilly,E06000053,950.7,978.8,983.5,913.4,907.2,859.8,895.1,884.0,865.4,849.1,793.0,823.3,843.8,786.7,826.6,833.9,825.2
Wiltshire,E06000054,973.4,984.4,953.6,900.7,883.5,846.5,835.5,845.3,821.3,795.0,784.4,788.2,791.1,745.6,807.6,781.6,753.4
Bedford,E06000055,1010.1,984.6,1025.2,944.0,993.0,915.5,955.2,948.7,862.6,891.9,825.9,777.2,799.7,778.0,855.7,817.4,801.9
Central Bedfordshire,E06000056,1042.4,1017.1,1001.2,994.3,956.2,930.1,946.2,904.4,897.7,851.1,754.2,802.7,843.2,776.1,822.7,747.6,706.1
Northumberland,E06000057,1088.4,1054.0,1079.2,1074.0,1050.7,998.5,998.8,977.6,944.1,899.8,880.6,929.4,903.5,858.3,910.1,898.2,892.1
Aylesbury Vale,E07000004,1048.2,1038.2,1011.3,975.9,997.2,945.1,921.0,908.0,878.6,824.5,740.6,797.0,800.8,761.4,793.7,761.7,758
Chiltern,E07000005,867.0,853.7,845.5,902.9,793.0,780.3,717.0,719.3,678.9,745.5,676.5,589.6,634.0,604.9,673.4,587.8,627.8
South Bucks,E07000006,942.1,1041.1,945.0,877.0,969.5,812.6,770.6,809.3,781.3,765.9,644.9,732.5,666.0,664.1,742.2,782.8,703.7
Wycombe,E07000007,915.3,937.5,906.8,873.4,793.1,774.2,810.0,761.6,707.3,747.9,751.2,780.4,678.9,713.1,746.1,643.4,689
Cambridge,E07000008,917.3,945.4,1023.4,918.4,898.1,921.3,818.6,855.1,822.2,757.6,707.8,804.6,813.0,747.2,786.1,780.1,862.1
East Cambridgeshire,E07000009,772.2,933.7,966.7,844.7,787.2,793.5,860.5,809.6,795.0,687.5,759.1,667.9,664.8,754.0,762.4,705.4,688.8
Fenland,E07000010,1118.6,1023.6,1081.6,984.5,1064.4,1045.9,920.4,938.6,874.4,866.0,869.8,857.9,848.5,877.3,838.2,862.5,896.9
Huntingdonshire,E07000011,957.7,965.4,1016.9,901.5,963.1,922.4,867.7,864.0,780.7,810.3,696.5,802.8,788.8,673.4,747.4,783.4,735.4
South Cambridgeshire,E07000012,928.9,832.4,842.9,824.9,752.5,760.0,798.4,734.4,767.6,678.0,623.1,700.8,669.7,671.1,723.5,663.9,657.6
Allerdale,E07000026,1118.0,1149.9,1189.6,1028.2,1002.4,1051.3,1045.9,998.6,977.4,893.2,1012.8,944.9,885.8,896.0,920.9,868.8,953.9
Barrow-in-Furness,E07000027,1048.9,1107.7,1061.7,1055.0,994.3,1018.0,1019.2,1057.2,962.7,1002.8,998.5,874.1,983.3,940.3,1006.9,1022.5,957.7
Carlisle,E07000028,1150.9,1088.4,1113.5,991.5,1011.0,952.9,1005.5,1005.6,950.5,947.4,911.1,963.1,893.1,794.3,892.8,895.2,865.1
Copeland,E07000029,1075.3,1184.8,1226.2,1110.1,1023.6,1094.7,1083.5,1140.1,989.6,935.6,1046.5,922.8,1017.1,913.0,959.5,903.4,975.2
Eden,E07000030,929.9,1038.1,1018.6,935.4,898.2,809.5,921.0,839.7,757.2,861.1,761.0,756.1,706.7,643.7,711.6,716.2,711.4
South Lakeland,E07000031,976.9,969.5,851.2,942.9,817.0,858.9,883.3,849.9,831.6,813.8,822.2,795.7,743.8,706.1,735.7,761.0,712.7
Amber Valley,E07000032,1004.9,1052.1,1116.8,997.6,940.8,974.9,886.6,980.5,957.5,915.6,823.0,804.2,850.3,859.7,959.2,831.1,847.9
Bolsover,E07000033,1155.8,1167.9,1233.2,1139.8,1191.7,1059.0,1026.9,1156.3,1018.6,996.6,913.8,1018.9,960.7,969.2,1066.0,974.3,1001.9
Chesterfield,E07000034,1166.2,1105.3,1148.6,1039.2,1121.3,1071.8,932.7,969.6,900.3,913.9,950.5,889.2,940.5,895.4,918.4,888.1,992.7
Derbyshire Dales,E07000035,1069.3,955.6,1009.9,912.3,926.6,934.0,854.4,838.9,784.6,778.7,791.0,771.2,741.2,741.3,894.5,779.0,698.4
Erewash,E07000036,1091.4,1091.0,1038.9,1049.8,928.4,1027.1,989.7,874.2,910.0,822.4,804.5,796.2,880.7,863.5,880.2,851.8,773
High Peak,E07000037,998.7,1102.8,1025.3,1077.2,1027.3,960.0,898.8,928.4,956.6,800.1,869.3,903.3,838.2,782.7,895.6,859.5,832.7
North East Derbyshire,E07000038,1078.3,1126.6,1142.8,1015.2,1122.7,1011.9,1003.4,1040.6,878.5,871.1,869.2,899.3,811.8,846.5,942.1,872.4,961.9
South Derbyshire,E07000039,1116.9,1060.0,1174.1,1052.9,1012.1,955.7,926.1,1037.8,1002.5,844.8,835.7,911.8,950.7,820.9,1053.3,877.7,857.9
East Devon,E07000040,850.2,900.4,895.8,832.3,842.3,796.8,792.1,808.6,781.5,724.6,737.4,764.2,753.9,762.0,737.0,764.9,712
Exeter,E07000041,941.5,1000.8,890.1,879.1,882.9,796.2,820.9,901.2,782.5,805.9,811.6,795.0,705.4,751.1,753.2,791.7,763.1
Mid Devon,E07000042,886.3,888.0,908.0,806.9,809.1,887.2,807.2,842.7,779.6,751.8,663.9,738.9,663.0,678.9,748.2,749.2,702
North Devon,E07000043,989.2,891.3,971.9,919.7,917.6,881.0,837.5,875.2,792.6,769.3,836.9,846.6,811.7,810.1,845.7,840.4,801.1
South Hams,E07000044,887.4,886.0,876.8,866.0,815.8,778.9,850.5,752.4,798.5,762.9,735.9,750.7,681.0,703.5,747.3,763.1,712.2
Teignbridge,E07000045,907.1,821.0,931.9,883.2,777.3,793.3,790.7,859.1,850.2,822.9,761.8,775.9,743.0,735.0,709.4,763.2,742.7
Torridge,E07000046,1032.1,898.9,1057.2,889.1,879.8,803.3,837.9,893.4,849.0,721.8,877.2,831.2,849.4,744.4,878.1,855.3,843.5
West Devon,E07000047,983.8,865.0,862.9,826.9,797.6,826.0,682.7,799.5,810.8,818.6,756.3,759.4,750.1,666.2,769.6,810.2,691.9
Christchurch,E07000048,810.0,807.6,873.6,776.6,765.3,722.6,801.7,705.2,683.9,785.1,646.3,647.2,711.4,662.3,690.3,703.6,701.2
East Dorset,E07000049,828.3,819.7,850.8,748.1,774.3,698.6,706.1,749.5,695.9,638.6,640.7,644.9,656.9,628.8,695.3,685.4,638.2
North Dorset,E07000050,853.3,892.1,901.0,775.0,824.0,776.0,735.6,737.2,719.8,697.6,654.5,702.7,666.1,632.6,730.0,736.9,658
Purbeck,E07000051,842.9,916.3,841.5,837.4,727.8,843.9,762.7,804.6,758.3,640.5,679.9,623.1,821.1,685.9,763.3,703.2,754.1
West Dorset,E07000052,877.6,937.0,949.3,824.7,844.1,845.9,751.0,796.0,741.2,732.7,711.8,744.3,748.8,707.4,791.0,751.3,781.8
Weymouth and Portland,E07000053,971.1,1041.3,965.7,946.2,915.5,860.5,956.9,918.2,895.8,834.1,851.9,832.3,810.3,832.7,790.0,921.6,840.5
Eastbourne,E07000061,902.3,914.0,924.6,908.4,954.8,877.7,831.3,837.4,814.2,803.8,816.9,828.0,844.1,789.2,814.4,787.9,796.9
Hastings,E07000062,1188.3,1131.7,1132.1,1059.6,1003.7,1075.2,1011.2,1005.8,1005.9,966.2,946.8,944.3,875.3,929.2,929.5,923.7,889.9
Lewes,E07000063,890.9,877.4,844.1,838.0,827.9,754.5,790.7,786.5,685.6,758.9,722.1,690.8,658.8,612.5,695.3,683.0,688.4
Rother,E07000064,952.7,986.9,989.9,906.3,853.3,874.3,852.5,788.6,811.4,771.9,767.7,755.8,777.0,740.9,823.1,737.9,789.8
Wealden,E07000065,866.6,829.5,895.4,876.4,821.1,807.1,763.6,843.0,694.6,832.7,755.6,738.1,725.9,710.3,750.2,725.1,736.9
Basildon,E07000066,978.3,1083.7,1052.8,1053.1,970.3,1019.2,944.8,976.7,879.3,867.2,853.9,913.7,810.3,852.8,863.5,896.5,805.4
Braintree,E07000067,1168.9,1077.2,1063.2,917.3,982.2,891.8,847.3,975.8,881.0,890.7,819.9,868.0,847.8,795.7,956.4,857.5,864.2
Brentwood,E07000068,953.0,983.3,1053.4,820.8,866.5,832.8,823.9,858.4,802.6,724.2,782.4,789.1,801.5,795.3,800.2,758.7,817.9
Castle Point,E07000069,1043.5,1050.6,1112.7,1022.5,941.3,954.8,967.2,1007.0,792.5,859.3,822.1,935.7,930.6,833.7,900.0,915.7,849.4
Chelmsford,E07000070,879.0,859.4,879.0,889.0,843.7,796.8,802.5,753.3,763.5,799.3,748.2,791.5,751.7,691.7,797.5,770.4,807.1
Colchester,E07000071,972.1,950.8,919.9,937.8,892.5,882.9,819.3,827.7,850.8,817.6,849.2,812.5,783.1,872.5,837.4,859.7,886.5
Epping Forest,E07000072,957.9,994.0,1122.2,1015.7,969.0,910.5,992.0,975.2,855.8,844.7,807.1,776.0,764.4,896.7,812.1,808.3,810.5
Harlow,E07000073,1036.2,882.0,908.5,810.9,938.0,845.3,895.6,834.0,868.4,894.6,897.8,857.7,759.3,899.3,777.9,810.7,875.6
Maldon,E07000074,1088.1,924.1,1092.4,976.2,874.6,954.0,910.0,919.8,792.7,805.4,851.4,834.0,834.1,823.5,813.2,798.4,769.5
Rochford,E07000075,897.1,959.8,948.1,822.7,807.0,774.6,784.7,789.6,798.7,841.8,696.8,730.8,728.8,713.7,695.1,747.9,750.1
Tendring,E07000076,1017.9,1057.0,950.8,912.9,1010.9,886.5,948.7,937.8,841.1,870.4,925.0,908.6,904.8,868.8,915.8,910.8,922.9
Uttlesford,E07000077,1058.1,918.4,928.1,962.4,898.9,806.3,879.8,736.5,784.5,685.8,741.4,697.5,660.5,740.9,744.2,769.3,703.4
Cheltenham,E07000078,914.3,945.6,1040.6,807.6,906.0,908.7,798.9,835.7,798.7,778.3,728.3,791.8,817.3,758.2,897.1,832.4,811.9
Cotswold,E07000079,878.9,850.4,911.4,866.9,925.4,813.1,814.9,851.3,812.5,717.8,688.6,637.4,771.4,688.5,697.0,733.1,699.6
Forest of Dean,E07000080,983.5,1084.8,991.3,946.3,845.4,897.7,897.8,1026.7,762.6,820.3,829.5,764.2,825.0,791.5,851.3,892.3,852.5
Gloucester,E07000081,1023.6,1003.9,1025.5,1040.7,1021.1,932.5,987.3,930.8,876.2,893.8,790.3,787.7,926.9,910.9,842.3,839.9,862.6
Stroud,E07000082,1027.0,1003.6,1007.4,923.2,883.4,944.3,851.7,921.3,784.9,860.5,816.8,859.1,964.2,855.6,832.1,861.4,915.6
Tewkesbury,E07000083,954.1,944.1,971.0,883.7,905.2,836.8,821.4,771.4,867.7,745.0,762.5,791.4,727.7,725.0,659.7,778.6,715
Basingstoke and Deane,E07000084,973.4,989.6,1015.6,906.7,897.1,901.8,866.9,939.0,837.3,910.7,872.5,842.6,829.3,793.2,849.8,785.2,806.3
East Hampshire,E07000085,1041.8,973.7,1005.7,927.4,937.2,909.8,860.3,906.3,799.7,778.1,777.8,816.8,782.0,729.0,749.0,774.4,705.7
Eastleigh,E07000086,959.3,1043.1,1019.0,971.8,948.5,893.6,857.0,858.3,760.0,807.0,687.3,724.1,795.8,717.4,780.7,743.0,687.9
Fareham,E07000087,973.7,952.7,916.9,844.5,810.3,836.1,808.7,794.4,831.6,786.4,814.2,779.4,808.7,823.6,757.3,815.6,763.4
Gosport,E07000088,1042.0,1047.2,1001.1,1052.0,1014.4,963.7,1007.5,909.2,992.6,914.5,880.0,938.6,869.4,808.1,887.5,848.8,804.1
Hart,E07000089,808.9,836.0,913.3,855.5,821.4,700.9,763.7,675.2,682.3,649.3,700.2,712.6,624.9,563.1,660.3,683.2,724
Havant,E07000090,1032.9,983.1,981.4,923.6,906.9,903.8,868.1,855.4,826.9,813.8,828.0,804.5,835.9,796.4,770.9,809.8,798.9
New Forest,E07000091,823.7,835.2,859.4,796.1,780.4,757.2,761.2,744.0,712.5,704.4,693.4,716.2,694.4,673.7,695.6,655.9,704.7
Rushmoor,E07000092,1089.5,1189.0,1192.5,999.3,935.1,1013.5,982.8,955.8,849.8,900.2,838.6,840.4,899.2,771.9,891.3,882.8,903.7
Test Valley,E07000093,943.1,943.4,943.7,984.2,881.4,879.4,831.6,827.0,785.4,788.7,685.5,799.1,791.2,720.6,744.3,704.2,724.4
Winchester,E07000094,904.7,940.8,960.7,943.8,809.1,814.9,857.4,860.6,807.3,662.9,688.5,646.0,700.6,703.2,722.4,715.5,690.6
Broxbourne,E07000095,947.6,978.7,951.2,977.7,916.6,923.5,865.5,839.0,733.0,790.0,727.1,812.0,723.1,650.0,729.9,713.9,676.3
Dacorum,E07000096,972.7,956.5,1008.7,929.5,987.3,882.2,784.4,928.0,796.4,785.4,716.6,776.2,814.5,695.5,790.3,747.2,762.4
Hertsmere,E07000098,1148.6,1101.3,1025.6,1046.5,1046.8,894.9,965.6,876.0,889.2,785.4,796.2,880.1,724.7,742.3,811.9,748.3,766.9
North Hertfordshire,E07000099,1130.6,1094.2,1044.0,946.7,916.0,934.6,908.3,1002.1,926.4,971.0,863.6,856.2,877.4,853.6,881.9,833.4,814.4
Three Rivers,E07000102,918.0,942.6,997.3,824.3,965.6,890.0,852.2,806.6,735.5,775.8,730.9,750.0,763.1,739.3,780.4,764.6,791.9
Watford,E07000103,1197.5,1159.1,1088.6,1055.7,1071.6,1014.7,970.5,998.6,960.6,989.2,853.2,983.7,836.3,933.0,912.7,860.0,1001.4
Ashford,E07000105,876.6,992.4,1071.8,905.2,931.3,940.4,832.7,822.7,840.3,801.1,709.7,770.7,743.3,849.6,757.2,782.3,767.4
Canterbury,E07000106,1015.0,956.7,998.5,972.6,960.1,961.1,916.9,897.8,870.7,850.0,791.9,848.9,811.3,798.2,852.5,814.9,805.1
Dartford,E07000107,1169.8,1104.6,1262.5,1150.2,1148.3,984.9,1052.0,1085.7,1089.2,1031.2,1051.3,956.7,974.3,900.0,913.5,953.4,959.3
Dover,E07000108,1076.7,1010.5,996.7,925.7,993.3,951.7,934.3,943.8,842.2,934.7,888.7,896.8,834.6,846.9,919.4,874.2,898.3
Gravesham,E07000109,964.7,1076.5,1046.0,989.2,915.6,978.9,1007.4,900.5,933.6,868.2,835.9,834.8,905.6,842.8,826.0,795.1,849.2
Maidstone,E07000110,978.7,1042.3,994.1,974.4,995.8,981.2,909.5,935.3,823.4,896.8,802.7,852.1,838.3,843.3,811.4,838.0,798.5
Sevenoaks,E07000111,866.6,898.1,873.8,819.7,806.3,768.5,862.7,899.6,780.0,787.0,755.1,755.7,736.2,702.2,779.6,656.3,709.8
Shepway,E07000112,1078.3,1013.0,1041.3,916.9,1029.4,966.8,872.3,801.9,832.9,798.6,781.1,838.2,804.6,793.9,831.8,827.0,849.9
Swale,E07000113,1166.5,1138.0,1071.2,996.5,1007.1,1006.3,1033.3,1004.7,990.0,922.4,878.4,846.9,854.1,849.9,886.2,903.9,848.6
Thanet,E07000114,1029.3,1042.5,1097.4,1041.9,1068.0,1000.5,956.5,946.2,969.0,897.3,879.3,897.1,878.1,884.2,910.8,937.8,865.7
Tonbridge and Malling,E07000115,949.4,912.3,911.1,858.8,954.9,806.1,789.0,862.1,774.2,835.2,770.5,692.7,727.8,668.9,737.3,738.1,675.3
Tunbridge Wells,E07000116,950.2,1048.8,979.0,939.0,879.0,858.5,880.0,814.5,836.4,790.1,670.8,696.1,730.8,730.2,785.4,768.3,749.8
Burnley,E07000117,1249.9,1235.7,1209.2,1225.8,1121.9,1250.8,1182.2,1182.1,1107.9,905.8,1062.2,1134.3,1022.8,1073.6,998.9,874.5,1006.6
Chorley,E07000118,1178.3,1155.5,1137.4,1145.7,1081.6,922.4,993.8,1117.8,962.7,885.5,953.2,956.9,895.5,891.5,941.1,925.8,899.2
Fylde,E07000119,1016.0,1073.2,1061.5,967.6,1015.1,932.6,940.9,929.8,922.2,848.8,808.3,902.8,925.4,816.7,876.0,905.7,843.2
Hyndburn,E07000120,1235.4,1204.8,1257.0,1086.0,1090.9,1195.3,1072.6,1199.2,1066.6,1115.3,1022.6,997.0,1049.8,994.1,968.9,1027.9,1005.7
Lancaster,E07000121,999.2,1089.8,1038.3,1001.0,979.5,975.9,1039.7,1062.9,922.8,906.9,898.9,888.8,978.6,939.5,949.4,915.5,882.3
Pendle,E07000122,1102.6,1064.6,1130.5,994.9,1042.2,993.5,972.5,897.6,1021.0,952.8,903.4,903.0,956.7,918.1,968.4,936.7,1038
Preston,E07000123,1240.8,1204.0,1233.8,1158.2,1188.3,1085.9,1048.2,1180.7,1063.6,1043.1,915.0,1037.5,972.6,945.3,975.7,1003.9,988.4
Ribble Valley,E07000124,1043.7,1017.5,971.9,948.7,929.7,844.0,977.6,746.2,938.8,855.4,821.2,796.8,753.8,842.1,748.7,851.9,738.3
Rossendale,E07000125,1295.4,1188.4,1233.9,1143.9,1232.3,1062.4,995.7,1153.7,1085.2,970.7,1020.2,937.3,992.3,875.2,1006.5,934.6,875.2
South Ribble,E07000126,1072.3,1014.5,1096.1,937.7,900.3,1004.2,1025.8,968.9,898.3,848.0,877.1,872.8,873.6,771.8,783.4,793.0,808.6
West Lancashire,E07000127,1189.1,1235.0,1201.1,1123.6,1117.4,1051.1,1115.3,1053.3,1015.3,947.6,898.6,861.8,935.5,858.9,900.1,899.2,880.3
Wyre,E07000128,1011.1,1025.7,1004.0,1036.5,1100.9,934.2,986.7,926.0,912.0,912.9,904.1,921.6,915.4,817.5,893.6,867.3,841.1
Blaby,E07000129,858.7,895.3,951.9,827.7,908.4,828.6,845.2,834.1,719.4,789.5,761.2,732.0,763.7,705.6,746.3,733.0,731
Charnwood,E07000130,1087.5,954.8,1039.9,990.1,977.8,920.6,759.4,923.9,813.7,785.3,769.8,869.5,809.8,790.5,795.7,787.1,762.9
Harborough,E07000131,1025.9,1029.3,971.3,976.4,922.6,841.1,861.8,739.6,764.1,735.8,690.5,769.2,736.0,739.7,732.8,689.3,704.8
Hinckley and Bosworth,E07000132,1006.1,982.6,1008.8,961.4,1071.5,979.3,873.5,876.4,796.5,778.7,724.0,815.8,759.3,679.6,847.6,752.1,789
Melton,E07000133,978.5,844.6,964.5,911.0,947.0,866.2,853.5,985.0,748.6,778.1,735.5,828.8,854.9,705.1,811.9,783.5,710.8
North West Leicestershire,E07000134,1013.2,1078.5,1125.0,1000.2,1100.2,964.8,951.2,893.2,899.4,949.1,785.6,841.3,817.4,831.1,862.8,865.9,830.5
Oadby and Wigston,E07000135,929.0,1035.0,989.8,937.4,929.0,929.2,893.2,877.6,827.3,854.0,777.6,752.6,771.9,770.9,825.7,792.5,719.6
Boston,E07000136,1091.3,1086.8,988.7,986.2,998.1,971.8,1080.8,919.3,968.6,913.6,877.3,855.8,927.0,867.2,918.0,880.6,1057
East Lindsey,E07000137,1022.2,993.1,1041.5,1043.0,964.4,1020.1,936.9,948.4,967.0,941.0,931.5,891.6,926.9,901.9,928.2,921.0,914.7
Lincoln,E07000138,981.2,1089.3,1168.9,1043.0,1030.6,1057.0,1065.0,1059.5,940.0,947.3,879.0,951.3,954.5,877.6,1000.9,942.2,1053.7
