AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17
Carmarthenshire,W06000010,1137.2,1143.4,1177.1,1080.0,1030.1,1023.5,978.4,1028.9,987.2,924.6,889.4,938.2,899.3,909.1,982.5,921.9,887.8
Swansea,W06000011,1087.0,1086.0,1089.9,1024.2,1034.8,1018.4,1010.9,998.3,928.8,886.7,893.1,897.5,906.6,875.6,934.6,955.5,870
Neath Port Talbot,W06000012,1182.6,1069.1,1111.7,1123.8,1026.3,1068.2,1006.7,1030.3,1017.0,1032.8,981.3,981.8,995.3,966.6,975.5,1027.2,984.7
Bridgend,W06000013,1159.6,1253.8,1241.8,1166.0,1093.1,1113.9,1068.2,1056.4,891.6,1054.3,1019.0,1027.6,987.1,932.0,1028.3,975.0,1029.7
Vale of Glamorgan,W06000014,1075.1,1048.1,1047.7,1048.1,1001.3,988.9,940.9,860.3,885.2,855.7,768.5,823.7,861.6,772.8,823.2,802.2,797.7
Cardiff,W06000015,1064.0,1096.2,1141.0,1000.8,1009.3,945.0,949.0,966.7,922.8,927.8,849.9,850.8,882.2,862.1,896.1,852.3,857.3
Rhondda Cynon Taf,W06000016,1168.4,1204.2,1198.1,1162.6,1141.9,1021.7,1196.0,1187.2,1018.7,1034.7,1005.5,1012.8,1067.7,996.1,1057.3,1005.8,990.6
Caerphilly,W06000018,1204.3,1146.1,1182.8,1175.6,1183.8,977.1,1102.5,1068.1,954.2,1045.2,965.5,984.4,1026.8,972.7,1030.8,985.9,1006.6
Blaenau Gwent,W06000019,1245.2,1247.0,1338.5,1216.3,1241.9,1121.7,1284.7,1165.2,1091.0,1152.0,1075.2,1121.6,1078.4,1060.9,1032.9,1035.6,1113
Torfaen,W06000020,1142.1,1161.2,1002.7,1067.9,1045.3,964.2,1091.6,1005.2,961.9,951.5,872.9,995.2,980.5,883.2,888.6,907.7,922.3
Monmouthshire,W06000021,985.1,1083.5,926.6,928.8,771.7,823.2,841.8,837.1,793.7,832.3,747.8,768.1,741.0,781.5,793.0,746.3,763.5
Newport,W06000022,1092.2,1002.4,1057.4,1018.2,1066.5,995.2,1049.2,937.6,980.5,903.9,903.1,956.8,898.8,898.4,963.4,968.4,951.7
Powys,W06000023,1007.4,1020.8,1048.6,942.6,948.1,890.1,852.8,833.8,817.5,853.4,770.6,797.9,807.1,766.7,810.9,745.3,739.6
Merthyr Tydfil,W06000024,1255.7,1315.0,1286.9,1352.4,1198.0,1065.7,1200.6,1079.6,1065.3,1012.2,971.3,1099.5,1014.5,1029.9,1013.8,1055.4,1043.3
