Area code,Area name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
E06000013,North Lincolnshire,0.915248032,0.940093361,0.896309765,0.979704319,0.970697462,0.961759213,0.921370262,0.911748795,0.785156911,0.720551943,0.686501588,0.772196185,0.711254416,0.679616814,0.706534859,0.702547319,0.671360351,0.668585216,0.668585216
E06000014,York,0.965298884,0.961073767,0.924113938,0.910829766,0.876661672,0.926038618,0.895821257,0.943554475,0.935560661,0.897113857,0.859527866,0.876898485,0.890590907,0.908403469,0.923298216,0.894065339,0.864706984,0.905223138,0.905223138
E06000015,Derby,0.931841232,0.92680803,0.794581384,0.895518569,0.824628917,0.839947923,0.812781087,0.826907572,0.717271908,0.627441456,0.602547571,0.558699348,0.557076463,0.554866376,0.531757755,0.526925914,0.544675024,0.544378514,0.544378514
E06000016,Leicester,0.618905986,0.613400165,0.640919043,0.57798162,0.530604259,0.587183736,0.578214794,0.554722591,0.500456667,0.415497119,0.394385169,0.436658867,0.418371281,0.369286037,0.392400795,0.371946108,0.33942411,0.337820719,0.323744855
E06000017,Rutland,1.878721313,1.699957501,1.827947918,1.824663841,1.661359546,1.643385374,1.751549448,1.600939218,1.603549189,1.327316167,1.330459541,1.213068794,1.323066339,1.30674542,1.173341677,1.155357005,1.13999088,1.133586921,1.007632819
E06000018,Nottingham,1.022536709,1.159072595,0.979869133,0.947701199,0.930366459,0.872725242,0.902263989,0.8769426,0.797128979,0.700576808,0.641660552,0.583538382,0.547227328,0.5248342,0.548699426,0.523432857,0.531577205,0.558795901,0.589001084
E06000019,"Herefordshire, County of",1.315149956,1.283821566,1.309437056,1.306573199,1.245844824,1.291387568,1.306063469,1.292693258,1.233775848,1.17573073,1.061981603,1.0799311,1.019373461,0.932155089,0.954795727,0.923326932,0.994550908,0.989032154,0.989032154
E06000020,Telford and Wrekin,1.040530229,1.03512525,1.032230619,1.120776075,1.02145046,1.044803638,1.009989716,0.914138059,0.788409172,0.784829843,0.749261228,0.685294766,0.652269304,0.618491117,0.61161367,0.604396553,0.568931774,0.534311217,0.56243286
E06000021,Stoke-on-Trent,0.998244753,1.000187535,0.895717636,0.871087366,0.931750324,0.905092793,0.882243113,0.794268235,0.711761141,0.626563883,0.64329625,0.640532923,0.579550269,0.577790529,0.575977374,0.532210566,0.528628151,0.527687984,0.566775983
E06000022,Bath and North East Somerset,1.093652089,1.148281405,1.203327053,1.289679632,1.196912549,1.168197005,1.158513627,1.123498401,1.095985233,1.0615894,1.025418998,0.959389602,0.89156358,0.827627303,0.895342591,0.882607812,0.874505772,0.832873518,0.832873518
E06000023,"Bristol, City of",0.961417668,1.000679949,0.8941025,0.94758467,0.900329792,0.881428306,0.837579904,0.831682023,0.787608296,0.709146094,0.654092517,0.623494665,0.627301054,0.597127927,0.643529203,0.625046604,0.609687056,0.615012786,0.64738188
E06000024,North Somerset,0.847278119,0.896066794,0.914683546,0.907789351,0.898611004,0.888198632,0.877201776,0.871283974,0.818001993,0.812940035,0.812443683,0.75811674,0.727512586,0.648461705,0.643037806,0.637553307,0.610804665,0.654453321,0.677826654
E06000025,South Gloucestershire,0.691099051,0.746705415,0.70231483,0.73638875,0.691213297,0.705168888,0.701371571,0.678373454,0.635275093,0.592799966,0.588420641,0.563500919,0.613494651,0.590418976,0.565792548,0.524076812,0.555501797,0.513012836,0.530702934
E06000026,Plymouth,0.830033948,0.886415172,0.842269608,0.840036552,0.808028572,0.742441146,0.776159562,0.792116853,0.730890185,0.688361189,0.643051729,0.640170091,0.638070783,0.594982189,0.592992739,0.590802539,0.570190444,0.532117066,0.532117066
E06000027,Torbay,1.000269303,1.072624329,1.066764199,1.023215626,1.059177775,1.099676164,1.059225857,1.135761339,1.025516366,0.912943253,0.914682948,0.836629145,0.832066323,0.787909713,0.71006271,0.706813684,0.776357331,0.773309766,0.773309766
E06000028,Bournemouth,0.519686965,0.486026731,0.456740577,0.487956621,0.451812672,0.389884594,0.470317111,0.523337966,0.459107839,0.474044661,0.46334151,0.48311772,0.425726662,0.369128225,0.391291418,0.361471291,0.359431482,0.385891796,0.437344035
E06000029,Poole,0.505897317,0.467632628,0.46775714,0.503274882,0.464773727,0.495975513,0.524904992,0.520017195,0.481364324,0.442918081,0.43896674,0.370372864,0.403242066,0.46757376,0.399986667,0.398112945,0.396641766,0.363283288,0.363283288
E06000030,Swindon,0.721705,0.741310197,0.759350863,0.751113257,0.738069632,0.753853752,0.761645561,0.76915061,0.733959319,0.676527866,0.643749195,0.589850791,0.537312875,0.578727817,0.551511141,0.503248239,0.476486525,0.450458567,0.450458567
E06000031,Peterborough,0.635166636,0.629746716,0.653074426,0.642260758,0.627915321,0.618057886,0.550906676,0.511285201,0.419081039,0.412627502,0.379492239,0.34834616,0.318520367,0.341219887,0.335644981,0.330393677,0.351910876,0.348187683,0.373058232
E06000032,Luton,0.537955447,0.51176797,0.459419726,0.46305628,0.485457841,0.453788332,0.447976726,0.416484455,0.383731818,0.350731275,0.343742174,0.316304782,0.313398006,0.309269031,0.280923865,0.231573682,0.209635793,0.210173323,0.210173323
E06000033,Southend-on-Sea,0.436512391,0.434353651,0.464577513,0.433468741,0.368901595,0.427413052,0.423142254,0.386559619,0.382323705,0.377639116,0.344285436,0.371235529,0.368823623,0.364417185,0.3905509,0.35989945,0.357520021,0.328833791,0.411042239
E06000034,Thurrock,0.314033092,0.345475651,0.376771683,0.374007181,0.403888096,0.366163802,0.362459718,0.390541095,0.354831842,0.351246927,0.347511815,0.312818684,0.278974613,0.274688381,0.271019032,0.296862754,0.264093806,0.260831764,0.260831764
E06000035,Medway,0.680806074,0.61935092,0.597231236,0.596518717,0.634673817,0.591767333,0.64497467,0.580891009,0.518771856,0.475759121,0.434150669,0.428896431,0.387899028,0.402617747,0.399744164,0.397173568,0.396230765,0.377894945,0.377894945
E06000036,Bracknell Forest,0.547195622,0.547995251,0.502397808,0.549505903,0.502342744,0.500473175,0.451663023,0.493472702,0.491440009,0.398607531,0.395792288,0.391001746,0.429026196,0.338991669,0.293611845,0.250563768,0.249217043,0.287649167,0.287649167
E06000037,West Berkshire,0.93429485,0.972809962,1.004871896,1.067882905,0.989815143,0.945262547,0.932985019,0.822238594,0.784113853,0.747029745,0.778472637,0.711035267,0.704988111,0.670356821,0.666836022,0.662143073,0.662573435,0.63080737,0.599267002
E06000038,Reading,0.829393713,0.833825522,0.763517734,0.760771838,0.782632367,0.775345366,0.668100857,0.660240327,0.623662408,0.583294447,0.547190339,0.510220351,0.472825162,0.467966157,0.494740292,0.460968279,0.490571823,0.490187068,0.459550376
E06000039,Slough,0.414672782,0.413472591,0.372303899,0.331035396,0.325536729,0.319488818,0.351587221,0.304291268,0.259755681,0.253991292,0.213199918,0.176279791,0.210272513,0.173202162,0.205425985,0.169220772,0.168046892,0.167659209,0.167659209
E06000040,Windsor and Maidenhead,1.085808853,1.197326968,1.117726395,1.073549228,1.026046934,1.014404545,1.037619058,0.990484276,0.947873954,0.902853016,0.861486719,0.823372809,0.751992781,0.745884076,0.674413429,0.668051761,0.699347276,0.662664175,0.662664175
E06000041,Wokingham,0.465629864,0.50185687,0.504052583,0.536883926,0.501343601,0.531391981,0.525817646,0.52222389,0.518924529,0.484966052,0.484048973,0.446833229,0.442855787,0.40774336,0.372208437,0.398560278,0.39398715,0.386953131,0.386953131
E06000042,Milton Keynes,0.5171433,0.534732006,0.505521675,0.523867876,0.492253717,0.506106282,0.541048249,0.551724138,0.478811548,0.448156447,0.400168071,0.454953654,0.429057322,0.422711115,0.417963303,0.413161058,0.411182674,0.409520228,0.409520228
E06000043,Brighton and Hove,0.980199961,1.021049639,0.980604052,1.020624622,1.02822477,1.017357687,1.084594497,1.030459623,0.997801072,1.001873875,0.897593716,0.961106034,0.953268271,0.926420809,0.932858807,0.905377595,0.867588624,0.843678438,0.89533222
E06000044,Portsmouth,1.116765846,1.193785946,1.051066044,1.033682546,0.993286403,0.893021167,1.000477151,0.994715256,0.854344341,0.814010853,0.778842737,0.726332457,0.701601587,0.696991401,0.712460458,0.726556824,0.721877067,0.697243101,0.697243101
E06000045,Southampton,0.774349888,0.771118439,0.720756434,0.73796117,0.750038605,0.727840563,0.704154069,0.678494355,0.652125712,0.57918785,0.508754823,0.524067265,0.479450341,0.454346443,0.46737708,0.459307364,0.416073926,0.395575879,0.435133467
E06000046,Isle of Wight,0.940379913,0.896137647,0.927416662,0.956649079,0.947666917,0.943896259,0.940060308,0.901388138,0.939571122,0.93955075,0.939360657,0.900407705,0.829995309,0.861252261,0.822821491,0.819882507,0.851160415,0.847828852,0.847828852
E06000047,County Durham,1.002677859,0.992831352,0.971795656,0.959311073,0.925147521,0.891162075,0.884762208,0.860334997,0.798326865,0.744181674,0.711509296,0.690310951,0.639630332,0.6086098,0.616158368,0.584542026,0.591984906,0.616721697,0.626209723
E06000049,Cheshire East,1.107627292,1.160329194,1.15321113,1.161313431,1.11170711,1.077202257,1.095881404,1.130297418,1.018958054,0.948378408,0.903607958,0.886184385,0.924918098,0.880925559,0.865001251,0.834872768,0.831472419,0.827227606,0.8534888
E06000050,Cheshire West and Chester,0.900190592,1.038254245,1.001917516,0.967753828,0.993370399,0.928864227,0.956388676,0.986783178,0.8963405,0.879979851,0.849705334,0.863050535,0.800437371,0.76744354,0.748617304,0.774445676,0.769262632,0.778262683,0.778262683
E06000051,Shropshire,1.500420118,1.544396124,1.55099281,1.540805374,1.509314874,1.476924331,1.495129908,1.431077002,1.40696331,1.264272321,1.237349727,1.199678357,1.180904929,1.174486926,1.169021257,1.129163592,1.039504314,1.061591013,1.061591013
E06000052,Cornwall,1.150144918,1.169141018,1.160095088,1.191848538,1.164826887,1.206600976,1.197416645,1.219110316,1.13989342,1.057014613,1.039793165,1.021831903,1.006028789,1.007397964,0.999485719,0.945848805,0.935247057,0.962951969,0.954117547
E06000053,Isles of Scilly,2.336448598,2.304147465,4.64037123,4.524886878,4.524886878,4.416961131,4.361098997,4.286326618,4.442470013,4.488330341,4.496402878,4.387889425,4.415011038,4.363001745,4.282655246,4.29000429,4.426737494,4.460303301,2.23015165
E06000054,Wiltshire,1.211050315,1.391467793,1.36682082,1.301522332,1.31499766,1.28023733,1.264057188,1.185326945,1.082040063,1.052745752,1.0225186,0.964534486,0.93767386,0.928677563,0.859797702,0.812611734,0.806381705,0.732837547,0.7830319
E06000055,Bedford,0.877708236,0.869047858,0.895914629,0.958310202,0.790789933,0.820500702,0.783765602,0.745958849,0.742855666,0.702718242,0.601875317,0.596100873,0.557092719,0.609759816,0.540943405,0.533131138,0.529685955,0.495271613,0.524405237
E06000056,Central Bedfordshire,0.961513807,0.952191522,0.985130813,0.998153416,0.929513926,0.900344177,0.87114014,0.843254964,0.878843442,0.831814941,0.782337939,0.731920598,0.625490441,0.63469307,0.587326234,0.596246897,0.607077813,0.564162958,0.546532866
E06000057,Northumberland,1.057381663,0.988657986,0.969468214,1.047913845,1.029760066,1.027699719,1.054447853,1.05076467,1.017523665,0.935133439,0.916914866,0.884706893,0.837576528,0.867967882,0.884807539,0.834792908,0.799297872,0.764969994,0.811804892
E07000004,Aylesbury Vale,0.994455159,1.026377912,0.995817566,0.964517801,0.989618007,1.01125467,0.973221659,0.996138498,0.845885496,0.780834278,0.771957914,0.788288288,0.746371804,0.73272002,0.716895365,0.700643554,0.663197633,0.676868156,0.626729774
E07000005,Chiltern,1.008538963,0.899371564,0.894064529,0.888227653,0.938138072,0.874594134,0.921648993,0.919207103,0.864621836,0.699564118,0.755515261,0.69907507,0.642618456,0.637795778,0.686653567,0.630225621,0.629227623,0.573352654,0.573352654
E07000006,South Bucks,1.049690745,1.051950154,1.128941214,1.035741033,1.022446636,0.935803856,0.923346824,0.99323075,0.984579963,0.899482797,0.894721145,0.889073289,0.807303899,0.873311598,0.86571342,0.859488032,0.788134986,0.785231929,0.785231929
E07000007,Wycombe,1.049058932,1.077612749,1.012350678,0.979096294,0.971953079,0.875323719,0.839560071,0.804538791,0.799521472,0.792681495,0.755998558,0.75180578,0.664117994,0.632631113,0.629171838,0.655782577,0.65805285,0.572603226,0.601233387
E07000008,Cambridge,1.04601559,1.049816054,0.988168923,1.025256983,0.981086361,0.900097725,0.952760407,0.903746676,0.899388416,0.83181527,0.733346914,0.734088629,0.65027962,0.686951954,0.639462851,0.681991415,0.680440926,0.715660236,0.715660236
E07000009,East Cambridgeshire,0.749206522,0.739963405,0.710163079,0.789515238,0.77696053,0.765023142,0.688162356,0.678719072,0.607112935,0.60021848,0.593507033,0.645388406,0.639966489,0.574415532,0.569586366,0.51026772,0.562695537,0.50356975,0.559521944
E07000010,Fenland,0.896196542,0.944777741,0.92704181,0.852437403,0.84299973,0.882544375,0.862877914,0.960994309,0.900385577,0.840910285,0.78566116,0.833550404,0.724510179,0.717279257,0.759001761,0.702557309,0.545764865,0.541919973,0.591185425
E07000011,Huntingdonshire,0.890647564,0.914965042,0.971019759,0.89146286,0.921251428,0.915214526,0.910393047,0.841619275,0.8081316,0.772191599,0.735125471,0.759319183,0.69707866,0.690119218,0.655891042,0.653056589,0.649794608,0.648427985,0.620235464
E07000012,South Cambridgeshire,1.034673043,0.947737939,0.969736754,0.958384017,0.946004948,0.969381893,0.883492126,0.974991469,0.85805092,0.811413889,0.834212037,0.79519701,0.760642379,0.751968195,0.67966444,0.672990642,0.638141731,0.666586253,0.666586253
E07000026,Allerdale,1.443171128,1.38569114,1.427680073,1.423359973,1.473141474,1.416891445,1.460158531,1.351548042,1.245110348,1.246092979,1.192401808,1.194569384,1.194569384,1.087722206,1.085204018,1.08137056,1.080102455,1.025357081,0.922821373
E07000027,Barrow-in-Furness,0.9032796,1.051303616,0.987111149,0.988072553,1.134027925,0.92504305,0.999514522,1.002233549,1.003210273,0.864192196,1.013670065,0.949307006,0.883184173,0.885360563,0.960458656,0.888467689,0.894201106,0.8192204,0.744745818
E07000028,Carlisle,0.992417927,0.983081173,0.875682302,0.909857105,1.042041644,0.937145642,0.88542589,0.9330273,0.888132678,0.794503902,0.7908816,0.694927033,0.740795614,0.740336298,0.786243513,0.738089087,0.692687072,0.738095897,0.784226891
E07000029,Copeland,1.227419099,1.230190318,1.22702929,1.218637993,1.072976724,1.137510842,1.131909957,1.130119086,1.132150236,1.06188676,0.991122375,0.995605115,0.856506595,0.85878682,0.932728734,0.865725911,0.873502308,0.949959079,0.949959079
E07000030,Eden,2.004851741,1.989020606,2.063760368,1.945790283,1.934310805,1.927116456,1.819539944,2.002784825,2.09145356,1.803409393,1.809454878,1.613301194,1.519266194,1.424528481,1.521606817,1.5196991,1.421019724,1.418278777,1.418278777
E07000031,South Lakeland,1.318398,1.513184228,1.457329395,1.591557991,1.629898083,1.581368603,1.576172099,1.435516595,1.532420266,1.392316334,1.349878993,1.400370857,1.303176856,1.256026512,1.252698119,1.252094851,1.342011676,1.339302797,1.339302797
E07000032,Amber Valley,1.587165408,1.492346395,1.441924375,1.562222917,1.552638646,1.49952515,1.536085556,1.444251878,1.316525689,1.146779597,1.183470589,1.18080099,1.051848016,1.04796453,0.966276935,1.001586513,0.913437862,0.986753817,0.947283664
E07000033,Bolsover,0.973750469,1.034097646,0.954419645,0.883140175,0.880234007,0.941530929,1.002378979,1.065842415,0.86408593,0.72663857,0.657643794,0.65376569,0.716388361,0.712149266,0.641708485,0.767018217,0.632127235,0.628693575,0.628693575
E07000034,Chesterfield,1.214181642,1.057870557,1.15081708,1.143766473,1.036760568,1.131065956,1.127152616,1.169488057,1.067577666,1.015306961,0.963502524,0.963502524,0.864835777,0.910563495,0.909412902,0.765352493,0.764971935,0.812402034,0.764613679
E07000035,Derbyshire Dales,2.232850269,2.089578049,2.090301003,2.229061206,2.22992706,2.229381814,2.219040802,2.271114265,2.050774344,1.97099817,2.109585959,1.891127112,1.891498066,1.890226827,1.823256336,1.818766876,1.809350165,1.87559915,1.806132515
E07000036,Erewash,0.908050778,0.861678005,0.863008721,0.863102809,0.908248715,0.909264496,0.998330066,1.037821838,1.033401328,0.939689813,0.846332707,0.753325711,0.838881727,0.657001445,0.697568972,0.738411286,0.737117783,0.735994458,0.735994458
E07000037,High Peak,1.510067114,1.511368852,1.457644223,1.456403132,1.506242539,1.499167129,1.546055901,1.595896894,1.372917284,1.427583102,1.318942208,1.316366828,1.206510771,1.257971712,1.256514756,1.199302224,1.194833972,1.138569306,1.138569306
E07000038,North East Derbyshire,1.444385981,1.392958851,1.44141176,1.281630644,1.279872218,1.38121547,1.274638767,1.221237317,1.218595771,0.961227133,1.009081736,1.006572921,1.0069885,1.006208305,1.003401531,0.895968143,0.843421314,0.840543881,0.791100124
E07000039,South Derbyshire,1.345763292,1.377575467,1.347993248,1.387187016,1.366244649,1.231871885,1.213391429,1.141019093,1.021340644,1.115893512,1.053574251,0.938144975,0.875287043,0.863865034,0.905933867,0.846436502,0.830199736,0.765601524,0.765601524
E07000040,East Devon,1.073874619,1.066670881,1.061571125,1.089969169,1.155650747,1.14818472,1.174037857,1.131272908,1.057577543,0.979904422,0.937931448,0.892657889,0.888586111,0.879004966,0.939442116,0.891132166,0.808350613,0.796856919,0.831502872
E07000041,Exeter,0.809498111,0.85867168,0.765324498,0.722693479,0.708152607,0.75136129,0.701084051,0.744523374,0.786582648,0.777793142,0.683392703,0.672043011,0.660993142,0.569022419,0.517190621,0.509715971,0.504204288,0.536694575,0.536694575
E07000042,Mid Devon,1.216249088,1.344637726,1.329191851,1.377277673,1.295637113,1.281394157,1.32276882,1.308797738,1.234070745,1.162925922,1.090638473,1.08443265,1.016440932,1.00918357,1.005252444,1.001502253,0.992272677,0.856845584,0.856845584
E07000043,North Devon,1.5968246,1.638843993,1.507201072,1.548107439,1.535997191,1.525985351,1.461750853,1.401239558,1.343421533,1.286270138,1.276921767,1.33198359,1.172220505,1.169876738,1.221299463,1.162262397,1.15255658,1.144521902,1.144521902
E07000044,South Hams,1.403654384,1.523312779,1.707442008,1.766461595,1.818424275,1.74730373,1.73938078,1.556587959,1.55935131,1.496719192,1.495877362,1.493375387,1.486113753,1.361994434,1.295855618,1.355588561,1.347550973,1.333781793,1.333781793
E07000045,Teignbridge,1.237960831,1.272473524,1.184408286,1.21986923,1.214968411,1.214496227,1.249335031,1.246020772,1.245470105,1.206185318,1.207039454,1.159564004,1.189645327,1.098625149,1.086087989,1.07761109,0.989067005,1.053867694,0.978591431
E07000046,Torridge,1.437534881,1.422022953,1.483606152,1.382585924,1.371985667,1.357502196,1.347068146,1.496039432,1.417836382,1.177652859,1.172369593,1.15796137,1.151596112,0.913840108,0.980214742,0.969830802,0.958405214,0.953876407,0.953876407
E07000047,West Devon,1.738632412,1.700952533,1.609722725,1.59623289,1.683801826,1.672142112,1.643750846,1.6170148,1.607777862,1.40752557,1.397819402,1.299038711,1.296728539,1.288114385,1.284356537,1.370063206,1.26515932,1.350669932,1.26062527
E07000048,Christchurch,0.779492662,0.775726412,0.77237118,0.769772147,0.655522779,0.542899954,0.645425012,0.53237931,0.528798359,0.524130991,0.52174639,0.520844184,0.412626367,0.408055006,0.4064132,0.402860308,0.403095776,0.499680205,0.499680205
E07000049,East Dorset,0.714949596,0.707321961,0.703111267,0.698283387,0.639624134,0.638480648,0.6900835,0.745036908,0.689575911,0.630987208,0.572731126,0.626930661,0.568511296,0.623554487,0.619990757,0.617422542,0.615322653,0.556241587,0.667489904
E07000050,North Dorset,1.129250823,1.191554263,1.016291942,1.002050349,0.986283078,1.045337793,0.95456281,1.027930336,0.958730346,0.883366214,0.797078346,0.793055716,0.71540993,0.785961302,0.778959593,0.775576394,0.77360189,0.70580596,0.776386556
E07000051,Purbeck,1.125289762,1.009806342,1.128515325,1.12686214,1.23279688,1.115747663,1.220648941,1.436972189,1.219863819,0.996346729,0.995927762,1.103582228,0.880262318,0.984618078,0.973436013,0.863166526,0.855505176,0.848626286,0.848626286
E07000052,West Dorset,1.513595329,1.494465142,1.420155691,1.411749942,1.400632879,1.544942374,1.479878752,1.472499797,1.318110843,1.262205527,1.259128683,1.255902743,1.198849105,1.193447971,1.140047386,1.182207773,1.273710613,1.216497655,1.167837748
E07000053,Weymouth and Portland,1.254744503,1.39588988,1.236323175,1.317502635,1.234796567,1.311809371,1.307893522,1.383827667,1.229898841,1.230163612,1.228218316,1.152994712,1.073965541,0.999216,0.996672647,0.91677235,0.836489179,0.835041373,0.910954225
E07000061,Eastbourne,0.500912774,0.49543648,0.542517062,0.586529028,0.57591623,0.569759251,0.563432224,0.508331554,0.559921815,0.507562684,0.604180932,0.600594589,0.448372408,0.444049734,0.391374115,0.388338204,0.338979768,0.387747189,0.436215587
E07000062,Hastings,0.819748923,0.873382786,0.750612038,0.805950215,0.857937062,0.856986151,0.852040353,0.901692928,0.839931462,0.836838758,0.720836614,0.663885723,0.715024311,0.602014011,0.598235748,0.592015328,0.538717637,0.592321361,0.646168758
E07000063,Lewes,0.758832266,0.807311008,0.80448797,0.799624709,0.905874329,0.79649965,0.791289485,0.838091247,0.780323366,0.772566673,0.819806526,0.861239171,0.75281553,0.74680368,0.743324942,0.73796381,0.684549713,0.632640349,0.583975707
E07000064,Rother,1.228486855,1.218464966,1.153163126,1.147012606,1.083435975,1.076841115,1.064282673,1.054150022,1.054114932,1.104020844,1.047074254,0.988305057,0.876885303,0.974342319,0.858442785,0.798161037,0.842131857,0.836330183,0.73178891
E07000065,Wealden,0.927352622,0.921006022,0.842436326,0.871663273,0.902251464,0.895970888,0.957546492,0.955377067,0.954901372,0.845388574,0.836596058,0.827540549,0.818185983,0.774168575,0.765354933,0.727599428,0.692080709,0.717964726,0.717964726
E07000066,Basildon,0.331535007,0.329848929,0.329165894,0.357515269,0.29598584,0.294202447,0.292555059,0.289984515,0.259989369,0.258936175,0.228609312,0.254902627,0.224092147,0.249064624,0.219839407,0.217665752,0.243930203,0.215213438,0.215213438
E07000067,Braintree,0.905783427,0.856470448,0.883867214,0.945963646,0.934176487,0.957983551,0.913280504,0.938190613,0.899100208,0.787822322,0.779587022,0.775063184,0.703989273,0.699645513,0.697535375,0.694292912,0.65929574,0.659800344,0.659800344
E07000068,Brentwood,0.876129842,0.945055904,0.938845076,1.001502253,0.992316634,1.055743243,0.911053177,0.903518161,0.756918927,0.818542721,0.744843651,0.80925791,0.73594348,0.724504044,0.654424564,0.651304563,0.65295462,0.653167864,0.718484651
E07000069,Castle Point,0.28844046,0.287799599,0.28657565,0.286674235,0.228670737,0.285466338,0.227852716,0.227221086,0.226958081,0.170232083,0.170524305,0.226708532,0.225748922,0.224941515,0.224255472,0.22283626,0.222682433,0.222049517,0.166537138
E07000070,Chelmsford,0.98557249,0.976771738,0.93539536,0.892280238,0.886470624,0.854288835,0.882097079,0.848243228,0.782152484,0.746531614,0.771554564,0.76750955,0.704593362,0.699341453,0.752667628,0.717578374,0.709445271,0.705899627,0.734135612
E07000071,Colchester,0.833247872,0.865079619,0.890789239,0.850918993,0.802280946,0.762906858,0.845033017,0.774145909,0.709945748,0.698978908,0.662388978,0.62434373,0.561819847,0.580197046,0.567825391,0.53295529,0.499742238,0.493447536,0.493447536
E07000072,Epping Forest,0.991965083,0.987800662,0.906065698,0.864233096,0.944674909,0.897739329,0.895204147,0.891662951,0.848005169,0.84548551,0.760730301,0.714302721,0.748096292,0.700656281,0.696195677,0.654233661,0.650961892,0.648177097,0.648177097
E07000073,Harlow,0.380715491,0.382946132,0.383985255,0.384521719,0.319064757,0.381087879,0.442114571,0.437976299,0.371701152,0.36814333,0.425909926,0.362257589,0.359548407,0.354530306,0.351555634,0.349377526,0.348064183,0.346444326,0.346444326
E07000074,Maldon,1.342529662,1.422594142,1.416761117,1.326633832,1.318782764,1.311625924,1.302974038,1.216347713,1.294184259,0.970167354,1.053143227,0.968585542,0.964366652,0.875782233,0.955049026,0.94610363,0.937866354,0.931315483,0.931315483
E07000075,Rochford,0.508582327,0.504254649,0.565945191,0.49937578,0.494957619,0.490857774,0.547019352,0.541803121,0.421209714,0.419588803,0.42000168,0.417188152,0.416890001,0.412692049,0.410836698,0.40836328,0.405990094,0.34490291,0.34490291
E07000076,Tendring,0.828518321,0.897227925,0.857700362,0.819438506,0.783894531,0.81895416,0.747208642,0.712144195,0.716368299,0.683168174,0.688096652,0.650312511,0.575386408,0.605434666,0.564214684,0.558062963,0.552848899,0.548685555,0.582978402
E07000077,Uttlesford,1.304934101,1.294423909,1.351774382,1.270020461,1.257334451,1.234076979,1.212415131,1.258194822,1.041965146,0.953955736,0.87465014,0.862079582,0.786163522,0.773202008,0.821548031,0.811227387,0.741298298,0.728871147,0.728871147
