Area code,Area name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
E06000006,Halton,80,90,85,80,85,85,80,90,90,80,75,70,60,65,65,60,60,55,55
E06000007,Warrington,135,165,150,150,155,150,150,145,135,130,125,120,120,125,125,120,110,110,110
E07000026,Allerdale,135,130,135,135,140,135,140,130,120,120,115,115,115,105,105,105,105,100,90
E07000027,Barrow-in-Furness,65,75,70,70,80,65,70,70,70,60,70,65,60,60,65,60,60,55,50
E07000028,Carlisle,100,100,90,95,110,100,95,100,95,85,85,75,80,80,85,80,75,80,85
E07000029,Copeland,85,85,85,85,75,80,80,80,80,75,70,70,60,60,65,60,60,65,65
E07000030,Eden,100,100,105,100,100,100,95,105,110,95,95,85,80,75,80,80,75,75,75
E07000031,South Lakeland,135,155,150,165,170,165,165,150,160,145,140,145,135,130,130,130,140,140,140
E08000001,Bolton,215,250,220,230,215,220,205,210,195,165,165,155,140,140,140,135,125,125,120
E08000002,Bury,180,190,175,170,175,165,175,155,145,130,130,130,125,120,125,120,115,120,105
E08000003,Manchester,390,410,380,385,380,375,390,350,325,305,315,320,315,300,305,325,325,360,335
E08000004,Oldham,240,260,250,245,250,240,245,230,210,200,195,185,175,170,165,170,170,160,160
E08000005,Rochdale,230,225,220,210,220,215,200,205,180,160,170,160,145,145,140,135,130,125,130
E08000006,Salford,155,170,155,155,135,140,140,130,125,115,105,115,110,110,115,110,110,100,100
E08000007,Stockport,235,265,240,220,240,230,240,240,215,205,190,175,175,165,160,150,155,155,160
E08000008,Tameside,255,280,250,240,235,245,240,235,205,195,180,180,165,160,150,140,145,150,155
E08000009,Trafford,110,125,100,105,115,115,115,120,105,100,100,95,100,100,100,100,105,85,95
E08000010,Wigan,285,285,265,270,275,265,265,250,225,200,200,195,175,170,175,170,170,170,175
E07000117,Burnley,85,100,95,95,95,85,90,75,70,65,55,60,55,50,65,55,55,45,40
E07000118,Chorley,115,115,110,115,115,115,120,115,110,105,95,95,95,95,90,95,95,85,80
E07000119,Fylde,40,50,45,50,45,50,45,50,50,45,50,45,50,45,45,45,40,45,45
E07000120,Hyndburn,95,105,100,95,90,95,90,90,85,75,65,60,55,55,50,55,50,45,45
E07000121,Lancaster,120,135,125,140,135,135,145,145,130,140,125,115,115,110,110,105,100,100,100
E07000122,Pendle,55,65,70,65,65,65,65,60,60,55,50,45,40,40,40,35,35,35,45
E07000123,Preston,135,135,115,125,105,120,105,105,95,90,90,90,90,90,85,80,80,80,80
E07000124,Ribble Valley,80,85,85,85,85,95,90,85,80,75,75,80,65,65,65,65,65,70,65
E07000125,Rossendale,70,70,70,65,65,60,70,65,65,60,55,60,50,45,45,45,45,40,45
E07000126,South Ribble,75,85,70,65,65,75,70,75,60,55,55,60,55,65,60,65,60,55,55
E07000127,West Lancashire,110,115,110,110,110,110,105,110,105,100,90,80,80,80,75,80,70,75,75
E07000128,Wyre,70,80,70,70,65,65,75,75,65,60,60,60,55,65,60,60,55,60,65
E08000011,Knowsley,60,75,60,55,55,55,50,55,45,40,40,50,40,40,50,45,45,45,45
E08000012,Liverpool,435,480,445,425,430,430,420,390,370,345,335,320,310,310,335,310,315,315,325
E08000014,Sefton,160,195,170,175,170,165,170,160,155,135,130,135,140,135,135,140,130,135,140
E08000013,St. Helens,130,165,145,135,145,140,145,135,125,105,110,115,95,100,100,95,100,95,100
E08000015,Wirral,195,225,200,215,215,200,205,215,205,190,185,185,185,175,175,175,160,155,165
E12000003,Yorkshire and The Humber,4920,4975,4835,4790,4855,4745,4760,4770,4400,4100,3920,3895,3805,3775,3790,3735,3650,3650,3695
E06000011,East Riding of Yorkshire,350,350,345,350,365,355,355,355,330,310,300,300,305,300,295,295,285,285,270
E06000010,"Kingston upon Hull, City of",230,235,210,210,205,210,200,185,190,180,170,170,140,155,170,140,130,150,145
E06000012,North East Lincolnshire,95,100,85,100,90,90,95,95,90,90,75,70,75,70,90,70,70,75,80
E06000013,North Lincolnshire,140,145,140,155,155,155,150,150,130,120,115,130,120,115,120,120,115,115,115
E06000014,York,175,175,170,170,165,175,170,180,180,175,170,175,180,185,190,185,180,190,190
E07000163,Craven,80,80,75,75,80,80,80,80,85,80,75,75,70,75,80,80,80,80,80
E07000164,Hambleton,150,150,150,160,150,145,145,145,140,130,125,120,125,120,120,125,125,120,125
E07000165,Harrogate,185,180,190,180,200,185,190,175,155,160,160,160,155,155,150,145,140,140,150
E07000166,Richmondshire,85,90,90,85,85,90,90,90,85,75,80,75,80,80,80,75,75,75,75
E07000167,Ryedale,85,95,105,105,110,100,85,90,90,80,85,80,80,75,80,75,75,75,75
E07000168,Scarborough,160,175,175,170,170,170,170,175,175,165,155,155,155,160,150,155,160,165,170
E07000169,Selby,115,115,120,115,115,115,115,110,100,95,90,85,80,85,75,80,85,75,70
E08000016,Barnsley,215,220,230,215,215,215,215,225,190,170,155,160,145,145,150,140,135,140,145
E08000017,Doncaster,195,205,195,205,205,200,205,210,195,190,190,185,175,195,175,185,180,160,165
E08000018,Rotherham,195,205,190,195,205,210,210,220,190,170,160,160,155,160,150,155,150,145,140
E08000019,Sheffield,465,475,430,435,455,420,420,410,395,345,335,315,320,315,320,320,315,320,330
E08000032,Bradford,415,420,390,375,385,360,370,375,330,310,290,290,265,270,270,255,255,250,250
E08000033,Calderdale,265,255,265,260,250,255,250,240,225,210,200,200,195,180,180,175,165,175,180
E08000034,Kirklees,430,435,420,405,410,410,400,385,320,305,295,295,300,280,280,280,285,270,285
E08000035,Leeds,570,560,545,530,535,510,530,545,490,455,445,445,450,435,440,460,440,450,440
E08000036,Wakefield,315,320,315,305,310,300,315,325,315,280,255,245,230,225,230,220,210,205,210
E12000004,East Midlands,4280,4420,4235,4275,4270,4225,4285,4295,3980,3685,3560,3455,3365,3290,3305,3230,3210,3215,3200
E06000015,Derby,215,215,185,210,195,200,195,200,175,155,150,140,140,140,135,135,140,140,140
E06000016,Leicester,175,175,185,170,160,180,180,175,160,135,130,145,140,125,135,130,120,120,115
E06000018,Nottingham,275,315,270,265,265,250,260,255,235,210,195,180,170,165,175,170,175,185,195
E06000017,Rutland,65,60,65,65,60,60,65,60,60,50,50,45,50,50,45,45,45,45,40
E07000032,Amber Valley,185,175,170,185,185,180,185,175,160,140,145,145,130,130,120,125,115,125,120
E07000033,Bolsover,70,75,70,65,65,70,75,80,65,55,50,50,55,55,50,60,50,50,50
E07000034,Chesterfield,120,105,115,115,105,115,115,120,110,105,100,100,90,95,95,80,80,85,80
E07000035,Derbyshire Dales,155,145,145,155,155,155,155,160,145,140,150,135,135,135,130,130,130,135,130
E07000036,Erewash,100,95,95,95,100,100,110,115,115,105,95,85,95,75,80,85,85,85,85
E07000037,High Peak,135,135,130,130,135,135,140,145,125,130,120,120,110,115,115,110,110,105,105
E07000038,North East Derbyshire,140,135,140,125,125,135,125,120,120,95,100,100,100,100,100,90,85,85,80
E07000039,South Derbyshire,110,115,115,120,120,110,110,105,95,105,100,90,85,85,90,85,85,80,80
E07000129,Blaby,65,60,65,65,60,60,60,60,65,55,50,50,60,55,60,55,55,55,55
E07000130,Charnwood,140,135,135,145,150,145,150,150,145,125,125,125,115,115,110,115,115,120,120
E07000131,Harborough,110,105,105,100,95,100,105,105,105,100,90,95,95,90,95,95,95,95,95
E07000132,Hinckley and Bosworth,100,95,115,110,105,115,115,105,105,90,95,85,80,75,75,75,75,70,75
E07000133,Melton,75,70,75,70,70,65,65,70,55,50,55,55,55,50,50,45,45,50,50
E07000134,North West Leicestershire,115,125,115,115,115,110,120,120,110,95,95,85,85,85,90,85,75,80,85
E07000135,Oadby and Wigston,30,25,30,30,40,30,30,30,25,20,25,25,25,20,20,20,20,20,20
E07000136,Boston,65,75,70,65,65,65,65,75,65,55,55,50,50,50,50,45,50,45,40
E07000137,East Lindsey,190,185,190,185,190,185,190,190,190,175,175,175,160,165,160,145,145,150,160
E07000138,Lincoln,75,75,75,75,80,80,80,75,65,75,65,55,60,70,65,70,60,60,65
E07000139,North Kesteven,95,95,90,95,90,95,95,90,90,85,80,80,90,80,75,75,80,75,75
E07000140,South Holland,75,80,75,85,75,75,80,80,75,70,65,60,50,55,60,60,50,50,50
E07000141,South Kesteven,135,150,135,140,145,135,140,135,135,130,115,115,110,110,110,105,100,105,100
E07000142,West Lindsey,100,95,95,100,100,100,105,95,85,85,90,80,75,75,75,75,75,65,65
E07000150,Corby,25,25,25,25,25,20,20,25,25,25,25,25,20,20,20,25,25,25,20
E07000151,Daventry,65,70,70,75,75,75,80,75,70,75,70,75,75,70,70,70,65,70,70
E07000152,East Northamptonshire,65,65,65,60,65,65,70,70,70,55,55,60,60,60,60,60,60,55,55
E07000153,Kettering,50,55,55,50,45,50,50,60,45,50,45,40,45,45,45,45,50,45,45
E07000154,Northampton,135,235,120,145,140,125,125,135,115,110,105,105,105,105,110,105,110,115,105
E07000155,South Northamptonshire,90,95,95,90,95,95,95,90,90,95,95,90,85,90,90,80,80,85,90
E07000156,Wellingborough,70,65,65,75,80,65,60,60,50,50,45,40,40,40,35,35,35,45,35
E07000170,Ashfield,80,90,90,90,95,90,80,95,80,85,75,65,60,55,55,55,55,55,65
E07000171,Bassetlaw,115,125,135,130,125,115,130,120,120,105,115,100,100,105,100,100,105,100,95
E07000172,Broxtowe,85,85,90,90,90,95,100,95,80,70,55,55,55,55,55,55,70,65,70
E07000173,Gedling,65,70,60,60,65,65,60,60,55,55,55,50,50,50,55,55,50,50,50
E07000174,Mansfield,85,85,80,85,85,85,80,95,80,75,75,80,70,75,65,70,60,60,60
E07000175,Newark and Sherwood,135,135,135,130,135,130,140,140,135,120,120,125,115,110,100,100,100,90,100
E07000176,Rushcliffe,95,95,95,90,85,90,85,85,80,75,70,70,70,65,75,65,80,75,70
E12000005,West Midlands,4905,4995,4890,4840,4800,4785,4785,4570,4245,3960,3815,3755,3625,3575,3565,3500,3470,3420,3505
E06000019,"Herefordshire, County of",230,225,230,230,220,230,235,235,225,215,195,200,190,175,180,175,190,190,190
E06000051,Shropshire,425,440,445,445,440,435,445,430,425,385,380,370,365,365,365,355,330,340,340
E06000021,Stoke-on-Trent,240,240,215,210,225,220,215,195,175,155,160,160,145,145,145,135,135,135,145
E06000020,Telford and Wrekin,165,165,165,180,165,170,165,150,130,130,125,115,110,105,105,105,100,95,100
E07000192,Cannock Chase,65,65,70,75,75,75,80,75,70,65,75,60,65,60,60,55,55,60,60
E07000193,East Staffordshire,145,160,150,155,150,200,140,145,135,120,110,105,105,115,105,105,100,100,95
E07000194,Lichfield,115,110,115,120,110,110,105,100,95,90,85,85,80,85,90,90,85,80,90
E07000195,Newcastle-under-Lyme,120,125,120,115,130,120,115,105,105,95,110,105,100,95,100,100,100,100,105
E07000196,South Staffordshire,100,100,100,95,100,105,100,110,100,100,100,100,95,90,85,85,90,80,80
E07000197,Stafford,135,145,145,145,140,140,140,135,125,115,110,100,105,105,105,110,105,110,115
E07000198,Staffordshire Moorlands,135,130,145,140,140,150,150,150,130,125,110,115,115,115,115,105,110,110,115
E07000199,Tamworth,60,60,55,50,50,45,50,50,50,45,45,45,40,35,40,35,40,45,40
E07000218,North Warwickshire,80,90,90,90,90,85,95,90,75,75,90,90,70,65,75,70,70,65,60
E07000219,Nuneaton and Bedworth,95,90,85,85,85,80,80,80,75,75,70,70,70,65,60,60,60,60,60
E07000220,Rugby,100,95,100,100,105,100,100,95,90,80,90,90,75,75,80,85,80,75,80
E07000221,Stratford-on-Avon,150,165,165,160,160,170,175,170,155,155,135,145,145,145,145,130,140,140,145
E07000222,Warwick,140,140,145,135,145,140,145,140,130,125,115,120,120,120,115,115,115,110,115
E08000025,Birmingham,545,555,525,525,490,465,460,450,415,380,350,330,325,330,325,335,320,325,335
E08000026,Coventry,180,185,175,170,175,175,175,165,155,140,135,125,120,115,120,115,110,110,110
E08000027,Dudley,330,345,315,305,300,295,295,265,240,225,220,220,205,190,195,195,190,180,180
E08000028,Sandwell,275,285,255,255,240,245,240,230,200,170,160,155,160,165,160,155,155,145,150
E08000029,Solihull,90,100,95,90,90,90,85,80,80,95,90,90,80,85,90,90,100,90,95
E08000030,Walsall,225,220,220,225,225,215,215,195,160,150,145,145,130,130,130,125,130,125,120
E08000031,Wolverhampton,205,185,200,195,190,180,190,175,155,135,135,130,130,125,120,110,115,120,120
E07000234,Bromsgrove,70,80,75,70,75,75,75,75,75,70,75,65,65,60,60,60,55,55,55
E07000235,Malvern Hills,110,110,110,110,115,110,120,105,105,100,105,105,100,105,100,105,100,95,95
E07000236,Redditch,35,40,40,45,40,40,40,35,40,40,35,35,30,25,25,30,25,30,40
E07000237,Worcester,85,90,90,90,90,95,100,100,95,80,80,80,80,80,80,75,75,75,75
E07000238,Wychavon,135,140,140,130,135,130,140,130,125,125,120,120,130,125,120,115,120,115,120
E07000239,Wyre Forest,110,105,110,105,100,100,105,110,105,90,80,80,75,75,80,75,75,70,75
E12000006,East of England,4515,4460,4500,4475,4450,4450,4360,4375,4170,3980,3840,3780,3610,3620,3560,3505,3440,3430,3485
E06000055,Bedford,130,130,135,145,120,125,120,115,115,110,95,95,90,100,90,90,90,85,90
E06000056,Central Bedfordshire,225,225,235,240,225,220,215,210,220,210,200,190,165,170,160,165,170,160,155
E06000032,Luton,100,95,85,85,90,85,85,80,75,70,70,65,65,65,60,50,45,45,45
E06000031,Peterborough,100,100,105,105,105,105,95,90,75,75,70,65,60,65,65,65,70,70,75
E06000033,Southend-on-Sea,70,70,75,70,60,70,70,65,65,65,60,65,65,65,70,65,65,60,75
E06000034,Thurrock,45,50,55,55,60,55,55,60,55,55,55,50,45,45,45,50,45,45,45
E07000008,Cambridge,115,115,110,115,115,105,110,105,105,100,90,90,80,85,80,85,85,90,90
E07000009,East Cambridgeshire,55,55,55,60,60,60,55,55,50,50,50,55,55,50,50,45,50,45,50
E07000010,Fenland,75,80,80,75,75,80,80,90,85,80,75,80,70,70,75,70,55,55,60
E07000011,Huntingdonshire,140,145,155,145,150,150,150,140,135,130,125,130,120,120,115,115,115,115,110
E07000012,South Cambridgeshire,135,125,130,130,130,135,125,140,125,120,125,120,115,115,105,105,100,105,105
E07000066,Basildon,55,55,55,60,50,50,50,50,45,45,40,45,40,45,40,40,45,40,40
E07000067,Braintree,120,115,120,130,130,135,130,135,130,115,115,115,105,105,105,105,100,100,100
E07000068,Brentwood,60,65,65,70,70,75,65,65,55,60,55,60,55,55,50,50,50,50,55
E07000069,Castle Point,25,25,25,25,20,25,20,20,20,15,15,20,20,20,20,20,20,20,15
E07000070,Chelmsford,155,155,150,145,145,140,145,140,130,125,130,130,120,120,130,125,125,125,130
E07000071,Colchester,130,135,140,135,130,125,140,130,120,120,115,110,100,105,105,100,95,95,95
E07000072,Epping Forest,120,120,110,105,115,110,110,110,105,105,95,90,95,90,90,85,85,85,85
E07000073,Harlow,30,30,30,30,25,30,35,35,30,30,35,30,30,30,30,30,30,30,30
E07000074,Maldon,80,85,85,80,80,80,80,75,80,60,65,60,60,55,60,60,60,60,60
E07000075,Rochford,40,40,45,40,40,40,45,45,35,35,35,35,35,35,35,35,35,30,30
E07000076,Tendring,115,125,120,115,110,115,105,100,100,95,95,90,80,85,80,80,80,80,85
E07000077,Uttlesford,90,90,95,90,90,90,90,95,80,75,70,70,65,65,70,70,65,65,65
E07000095,Broxbourne,45,50,45,45,45,45,40,40,40,45,45,40,40,35,35,35,35,30,30
E07000096,Dacorum,95,95,95,90,90,95,90,100,90,85,75,85,85,80,75,85,85,85,85
E07000242,East Hertfordshire,185,170,160,160,165,150,160,160,155,155,150,150,145,140,140,135,130,135,135
E07000098,Hertsmere,60,55,50,55,55,55,50,50,45,45,45,45,40,35,40,35,45,45,50
E07000099,North Hertfordshire,115,110,110,110,125,120,125,120,110,110,105,105,105,105,105,100,100,90,100
E07000240,St Albans,130,130,120,130,125,125,120,115,110,105,110,105,100,100,105,105,100,95,90
E07000243,Stevenage,45,45,50,45,40,40,35,35,45,35,35,30,40,35,35,35,35,30,35
E07000102,Three Rivers,60,60,50,55,50,55,60,60,60,55,55,60,60,50,45,45,45,45,45
E07000103,Watford,55,55,50,45,45,50,45,45,45,45,40,45,40,40,45,40,45,45,45
E07000241,Welwyn Hatfield,50,50,50,50,55,55,55,55,50,45,45,45,40,50,45,40,50,50,45
E07000143,Breckland,100,95,100,95,105,100,95,95,90,90,80,90,80,85,85,85,75,80,80
E07000144,Broadland,85,85,85,85,85,80,80,80,75,75,75,75,75,70,65,65,60,55,60
E07000145,Great Yarmouth,120,115,120,120,130,120,115,115,95,95,90,90,80,80,80,85,80,80,75
E07000146,King's Lynn and West Norfolk,115,125,130,120,130,125,120,125,115,110,105,105,95,100,95,85,85,85,90
E07000147,North Norfolk,95,95,105,95,105,100,105,105,100,95,95,100,95,100,95,95,90,90,95
E07000148,Norwich,145,145,145,150,140,155,140,145,145,140,115,105,115,125,125,120,110,110,115
E07000149,South Norfolk,100,90,95,95,100,100,90,100,90,100,90,90,85,80,85,85,80,80,85
E07000200,Babergh,105,95,100,105,95,100,95,105,100,95,95,80,80,85,75,85,80,85,85
E07000201,Forest Heath,60,55,55,55,55,55,55,60,60,45,50,45,40,40,40,35,35,35,40
E07000202,Ipswich,95,90,90,90,90,90,85,85,75,75,75,75,65,60,65,65,55,55,60
E07000203,Mid Suffolk,115,100,100,100,100,90,90,95,90,85,85,85,85,80,75,70,75,75,80
E07000204,St Edmundsbury,100,90,105,100,105,110,105,105,100,100,90,90,80,85,75,85,85,80,85
E07000205,Suffolk Coastal,135,130,130,125,125,125,130,130,135,130,115,115,115,115,105,110,115,110,110
E07000206,Waveney,100,100,100,100,100,100,100,105,105,95,90,85,85,90,85,85,80,80,75
E12000007,London,4835,4875,4530,4455,4445,4335,4295,4210,4025,3890,3770,3770,3665,3615,3675,3615,3530,3540,3530
E09000007,Camden,295,290,280,270,270,265,270,260,275,265,255,265,245,235,225,225,235,230,230
E09000001,City of London,200,195,180,180,200,185,200,195,185,190,175,165,155,160,150,150,160,160,165
E09000012,Hackney,155,155,135,135,135,130,125,130,125,120,125,135,145,150,155,160,175,185,190
E09000013,Hammersmith and Fulham,145,135,130,135,135,140,140,135,125,120,120,120,125,115,105,105,105,100,105
E09000014,Haringey,115,120,100,105,100,85,80,80,80,75,80,80,70,70,80,75,70,65,70
E09000019,Islington,240,265,240,240,225,220,220,215,205,210,190,195,205,210,215,210,205,215,220
E09000020,Kensington and Chelsea,140,145,140,125,120,120,125,120,120,120,105,110,100,105,125,120,120,110,100
E09000022,Lambeth,190,200,195,185,180,170,170,165,165,160,150,155,150,155,150,150,140,145,145
E09000023,Lewisham,110,105,95,85,90,85,85,85,80,65,70,60,65,55,55,65,70,90,95
E09000025,Newham,105,100,90,90,75,80,75,70,70,60,55,50,50,50,45,50,50,45,45
E09000028,Southwark,220,220,205,200,210,205,205,195,185,180,170,165,160,170,175,185,175,175,170
E09000030,Tower Hamlets,205,200,175,165,165,170,165,160,150,150,150,140,135,125,125,130,120,130,145
E09000032,Wandsworth,150,155,155,150,150,155,160,160,150,140,130,130,125,125,125,135,130,135,130
E09000033,Westminster,515,490,475,480,490,470,455,450,450,440,450,450,440,445,440,440,425,430,430
E09000002,Barking and Dagenham,45,40,45,40,40,40,30,30,25,25,25,30,20,20,25,20,20,20,15
E09000003,Barnet,135,135,130,120,125,120,115,120,110,95,95,95,85,90,95,100,80,75,75
E09000004,Bexley,95,95,95,100,105,105,105,105,90,95,95,95,95,85,90,90,95,90,85
E09000005,Brent,120,115,105,105,105,100,95,100,95,90,95,90,85,75,85,75,70,75,70
E09000006,Bromley,130,135,130,120,125,120,120,125,125,115,105,105,100,100,110,100,95,105,95
E09000008,Croydon,165,180,160,155,150,130,125,130,115,105,105,100,95,90,95,90,85,90,80
E09000009,Ealing,145,150,135,125,120,120,120,115,105,95,100,100,100,100,115,100,95,95,90
E09000010,Enfield,120,125,105,100,100,100,95,95,90,90,90,85,75,80,80,75,65,60,65
E09000011,Greenwich,115,115,105,110,105,100,90,100,85,90,85,85,85,85,85,70,75,75,75
E09000015,Harrow,75,80,70,70,70,65,55,60,55,60,55,55,60,55,55,55,45,50,50
E09000016,Havering,85,90,80,85,80,80,80,80,80,80,75,75,65,65,65,65,60,60,60
E09000017,Hillingdon,135,140,130,135,135,135,130,120,120,105,105,110,105,95,95,90,85,85,90
E09000018,Hounslow,130,120,115,115,125,115,110,100,85,80,80,85,85,80,80,75,80,75,70
E09000021,Kingston upon Thames,95,100,95,95,90,85,95,90,80,75,75,75,70,70,70,65,65,60,60
E09000024,Merton,75,70,70,70,70,70,70,65,65,65,60,55,60,55,60,55,45,45,50
E09000026,Redbridge,70,70,70,65,65,65,65,70,65,60,60,60,60,60,60,55,55,50,50
E09000027,Richmond upon Thames,160,160,145,150,150,155,160,145,135,130,125,130,125,125,125,125,125,115,115
E09000029,Sutton,70,75,70,70,70,70,70,70,60,60,60,60,55,55,55,55,55,50,45
E09000031,Waltham Forest,90,95,75,80,75,80,80,75,80,75,70,65,60,55,50,50,45,45,45
E12000008,South East,6835,7025,6700,6860,6855,6775,6865,6735,6430,6160,5945,5875,5625,5585,5535,5435,5305,5315,5320
E06000036,Bracknell Forest,60,60,55,60,55,55,50,55,55,45,45,45,50,40,35,30,30,35,35
E06000043,Brighton and Hove,245,255,245,255,260,260,280,270,265,270,245,265,265,260,265,260,250,245,260
E06000046,Isle of Wight,125,120,125,130,130,130,130,125,130,130,130,125,115,120,115,115,120,120,120
E06000035,Medway,170,155,150,150,160,150,165,150,135,125,115,115,105,110,110,110,110,105,105
E06000042,Milton Keynes,110,115,110,115,110,115,125,130,115,110,100,115,110,110,110,110,110,110,110
E06000044,Portsmouth,210,225,200,200,195,175,195,195,170,165,160,150,145,145,150,155,155,150,150
E06000038,Reading,120,120,110,110,115,115,100,100,95,90,85,80,75,75,80,75,80,80,75
E06000039,Slough,50,50,45,40,40,40,45,40,35,35,30,25,30,25,30,25,25,25,25
E06000045,Southampton,170,170,160,165,170,165,160,155,150,135,120,125,115,110,115,115,105,100,110
E06000037,West Berkshire,135,140,145,155,145,140,140,125,120,115,120,110,110,105,105,105,105,100,95
E06000040,Windsor and Maidenhead,145,160,150,145,140,140,145,140,135,130,125,120,110,110,100,100,105,100,100
E06000041,Wokingham,70,75,75,80,75,80,80,80,80,75,75,70,70,65,60,65,65,65,65
E07000004,Aylesbury Vale,165,170,165,160,165,170,165,170,145,135,135,140,135,135,135,135,130,135,125
E07000005,Chiltern,90,80,80,80,85,80,85,85,80,65,70,65,60,60,65,60,60,55,55
E07000006,South Bucks,65,65,70,65,65,60,60,65,65,60,60,60,55,60,60,60,55,55,55
E07000007,Wycombe,170,175,165,160,160,145,140,135,135,135,130,130,115,110,110,115,115,100,105
E07000061,Eastbourne,45,45,50,55,55,55,55,50,55,50,60,60,45,45,40,40,35,40,45
E07000062,Hastings,70,75,65,70,75,75,75,80,75,75,65,60,65,55,55,55,50,55,60
E07000063,Lewes,70,75,75,75,85,75,75,80,75,75,80,85,75,75,75,75,70,65,60
E07000064,Rother,105,105,100,100,95,95,95,95,95,100,95,90,80,90,80,75,80,80,70
E07000065,Wealden,130,130,120,125,130,130,140,140,140,125,125,125,125,120,120,115,110,115,115
E07000084,Basingstoke and Deane,105,110,100,105,105,105,100,120,105,100,95,95,95,95,90,80,80,80,85
E07000085,East Hampshire,95,100,95,95,95,95,95,100,100,95,95,90,90,95,80,80,80,80,80
E07000086,Eastleigh,65,65,60,70,65,55,60,65,60,65,60,60,60,60,60,55,55,55,55
E07000087,Fareham,60,65,50,50,50,50,55,55,50,55,50,50,50,60,55,55,50,50,45
E07000088,Gosport,55,55,50,55,45,50,55,55,50,55,50,45,35,40,40,40,40,40,40
E07000089,Hart,60,70,60,60,60,55,55,55,60,55,55,55,50,55,55,50,50,50,50
E07000090,Havant,65,70,65,65,60,50,60,55,50,50,50,55,50,45,40,45,45,45,40
E07000091,New Forest,140,140,145,145,155,145,145,145,145,145,135,135,125,130,135,120,115,120,125
E07000092,Rushmoor,70,65,65,65,55,50,55,50,50,40,40,40,40,40,40,35,40,40,35
E07000093,Test Valley,105,105,100,100,100,105,110,100,95,100,100,105,95,90,90,95,85,90,85
E07000094,Winchester,155,145,140,155,150,140,145,140,140,125,125,120,115,110,105,110,110,115,120
E07000105,Ashford,100,110,100,105,110,110,105,105,100,95,100,100,90,95,90,85,85,85,85
E07000106,Canterbury,145,155,140,135,135,140,140,140,130,120,120,120,125,120,120,110,110,120,110
E07000107,Dartford,60,65,60,65,60,70,70,65,60,55,55,50,50,50,50,50,50,55,50
E07000108,Dover,140,150,140,140,140,140,135,125,115,110,105,95,95,95,100,85,90,90,90
E07000109,Gravesham,80,80,85,80,80,80,85,80,75,75,70,65,70,65,65,65,65,65,65
E07000110,Maidstone,145,145,135,150,130,135,130,120,125,125,115,115,115,100,95,100,95,100,105
E07000111,Sevenoaks,125,125,110,115,120,120,115,115,100,115,110,95,90,100,100,95,100,85,90
E07000112,Folkestone and Hythe,110,105,100,110,105,110,105,100,100,90,85,90,90,90,85,85,85,85,90
E07000113,Swale,125,135,130,130,120,125,125,120,120,110,105,105,95,100,100,95,95,105,105
E07000114,Thanet,115,120,120,130,120,125,130,120,110,105,105,115,110,105,105,115,110,115,110
E07000115,Tonbridge and Malling,100,105,105,105,100,100,95,90,80,80,80,80,70,70,70,70,65,65,65
E07000116,Tunbridge Wells,100,105,105,115,100,100,100,95,90,85,75,75,70,80,80,75,75,75,80
