AREACD,AREANM,Abigail,Aisha,Alice,Amber,Amelia,Amelie,Anna,Annabelle,Arabella,Aria,Aurora,Ava,Beatrice,Bella,Bonnie,Charlotte,Chloe,Clara,Daisy,Darcey,Darcie,Darcy,Edith,Eleanor,Eliza,Elizabeth,Ella,Ellie,Elsie,Emilia,Emily,Emma,Erin,Esme,Eva,Evelyn,Evie,Florence,Francesca,Freya,Georgia,Grace,Gracie,Hallie,Hannah,Harper,Harriet,Heidi,Holly,Imogen,Iris,Isabella,Isabelle,Isla,Ivy,Jasmine,Jessica,Julia,Layla,Leah,Lilly,Lily,Lola,Lottie,Lucy,Luna,Lyla,Maisie,Maria,Martha,Maryam,Matilda,Maya,Megan,Mia,Mila,Millie,Molly,Nancy,Olivia,Orla,Penelope,Phoebe,Poppy,Robyn,Rose,Rosie,Ruby,Sara,Scarlett,Sienna,Sofia,Sophia,Sophie,Summer,Thea,Victoria,Violet,Willow,Zara
E07000044,South Hams,..,..,..,..,..,..,..,..,..,..,..,..,1.7,..,..,1,1.4,..,..,..,..,..,..,1,..,1,2,..,1,..,1.7,..,..,1.4,..,..,1.4,1.4,..,..,..,1,..,..,..,..,..,..,..,..,..,1.4,..,1.7,..,..,..,..,..,..,..,1.7,..,1,..,..,..,..,..,..,..,1.7,..,..,..,..,1.4,..,..,1.7,..,..,..,2,..,..,1,..,..,..,..,..,..,1,..,..,..,..,1,..
E07000045,Teignbridge,..,..,..,..,1.7,..,..,..,..,..,..,1.1,0.8,0.6,..,1.3,0.6,..,1.7,..,..,..,..,0.6,0.8,0.6,0.8,0.6,..,0.8,0.9,..,..,1.5,0.9,0.9,..,..,..,..,0.6,..,0.6,..,..,0.6,..,..,..,0.8,0.6,0.9,0.9,1.7,0.6,..,..,..,..,..,..,1.3,..,..,..,0.6,..,1.1,..,..,..,0.9,..,..,0.9,..,..,..,..,2.1,..,..,0.9,0.8,..,..,..,0.9,..,1.1,0.8,..,0.9,1.3,0.8,0.6,..,..,0.8,..
E07000046,Torridge,..,..,..,..,1.2,..,..,..,..,..,..,..,..,..,..,1.6,..,..,1.9,..,..,..,..,..,..,..,1.9,..,1.2,..,1.2,..,..,..,..,..,1.2,..,..,1.2,..,1.2,..,..,..,..,..,..,..,1.6,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,1.2,..,..,..,..,..,1.2,..,..,..,..,..,..,..,1.9,..,..,..,1.6,..,..,..,..,..,..,..,..,..,1.2,1.6,..,..,..,..,..
E07000047,West Devon,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,1.8,..,2.2,..,..,1.8,..,1.3,1.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,1.8,..,..,3.6,..,..,..,2.2,..,..,1.3,..,..,..,..,..,..,2.7,..,..,..,..,..,..
E07000048,Christchurch,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.9,..,1.9,1.9,..,..,..,..,..,..,..,..,..,..,3.2,..,1.9,..,..,..,..,..,..,..,..,3.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.2,..,..,..,..,..,..,..,..,..,..,1.9,..,..,..,..,..,..,..,..,1.9,..,..,2.6,..,..,..,1.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.9,..
E07000049,East Dorset,..,..,2.7,..,0.9,..,..,..,..,..,..,..,..,..,..,0.9,1.2,..,..,0.9,..,..,..,0.9,..,..,..,..,..,0.9,0.9,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,0.9,..,..,1.2,..,1.2,2.1,2.7,1.8,1.2,0.9,..,..,..,..,2.4,..,..,..,..,..,..,..,..,..,..,..,0.9,..,..,1.2,0.9,..,1.8,..,..,0.9,0.9,..,0.9,..,0.9,..,1.2,..,..,1.5,1.5,..,..,..,..,..,..
E07000050,North Dorset,..,..,..,..,1,..,..,..,..,..,..,2.3,..,..,..,1.3,..,..,1,..,..,..,..,..,..,..,..,..,2.3,..,1,..,..,..,..,..,..,1.3,..,1.7,..,..,..,..,..,..,1,..,1,..,..,1,1.3,1,..,..,1,..,..,..,..,1.3,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7,1,..,..,1.7,..,..,..,1,..,1,..,1,1.3,..,1,..,..,1,..,..
E07000051,Purbeck,..,..,..,..,..,1.5,..,..,..,..,..,..,..,..,..,..,1.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,..,..,2.5,..,..,..,1.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,..,..,..,..,..,..,..,4.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..
E07000052,West Dorset,..,..,..,..,2,..,..,..,..,..,..,1.8,..,..,0.8,..,..,..,1.8,..,..,..,1,..,..,0.8,1.5,..,1,..,1.3,..,..,0.8,..,..,..,..,..,0.8,0.8,1,..,0.8,..,..,..,..,..,0.8,1,..,..,1.3,1,..,1.3,..,..,..,0.8,2.3,0.8,0.8,..,0.8,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,1,1,..,1,0.8,1,..,0.8,1,..,..,1.5,..,..,..,..,..,..
E07000053,Weymouth and Portland,0.9,..,..,1.5,1.2,..,..,..,..,..,..,1.2,..,0.9,0.9,0.9,1.2,..,..,..,..,..,..,..,..,..,..,..,0.9,0.9,1.2,..,..,1.2,..,0.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,1.2,1.5,0.9,..,..,..,1.5,..,..,..,0.9,1.5,..,..,..,0.9,..,..,..,..,..,..,..,..,0.9,..,..,3.3,..,..,..,1.5,..,..,0.9,..,..,..,..,0.9,1.5,..,..,..,..,1.2,1.5,..
E07000061,Eastbourne,..,..,..,..,2,0.9,..,..,0.7,..,0.9,0.7,0.7,0.7,0.7,..,0.7,..,..,..,..,..,..,..,..,..,..,..,1.3,..,1.1,..,..,1.1,0.9,..,..,0.7,..,0.7,..,..,..,..,..,..,..,..,..,..,..,2,..,1.1,..,..,0.9,..,..,..,..,1.8,..,..,..,..,..,..,..,..,..,0.9,..,..,1.8,..,..,0.7,..,1.5,..,..,1.1,0.7,..,..,..,..,0.7,1.1,..,0.7,..,..,..,..,..,..,2,..
E07000062,Hastings,..,..,1.2,0.8,1.6,..,..,..,..,1,..,1.2,..,..,..,..,..,..,1.2,..,..,..,..,..,..,..,1.2,..,..,0.6,0.8,..,..,..,..,..,0.6,0.8,..,..,..,0.8,..,..,..,0.6,..,..,0.8,1,..,1,..,1,..,..,0.6,..,..,..,0.8,..,1,..,..,..,..,..,..,..,..,1,..,..,1.2,..,..,..,..,1,..,0.6,0.6,1.4,..,..,0.6,1.4,..,0.8,..,0.6,..,..,0.6,..,..,..,1,..
E07000063,Lewes,..,..,..,..,1.7,0.7,..,..,..,..,..,1.2,..,1,..,1,..,..,..,..,0.7,..,..,..,..,..,1,1.2,..,1,1.2,..,1,..,0.7,..,..,0.7,..,1,..,2.2,..,..,..,0.7,..,..,0.7,1.2,..,..,0.7,0.7,..,..,0.7,..,..,..,..,..,..,0.7,..,0.7,..,..,..,..,..,1.2,..,..,1,..,..,..,..,1.5,..,..,0.7,1.2,..,1,..,1,..,..,1.2,..,..,0.7,..,..,..,..,1.5,..
E07000064,Rother,..,..,..,..,0.9,..,..,..,..,..,..,1.8,..,..,..,..,..,..,1.5,..,..,..,..,..,..,..,0.9,..,1.8,..,0.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,..,..,..,1.2,..,..,..,..,..,..,1.2,..,..,..,..,..,1.5,..,..,..,..,0.9,..,..,..,..,..,..,..,..,..,..,..,2.3,..,..,1.8,..,..,..,1.2,..,..,2.9,0.9,..,..,..,..,..,..,..,1.2,..
E07000065,Wealden,..,..,0.5,1,0.8,..,..,..,..,..,..,1.3,..,..,..,1.7,0.7,..,..,..,..,..,..,0.7,..,..,1.2,..,0.7,0.7,1.3,..,..,..,0.8,0.8,..,2,0.5,..,..,1.3,0.5,..,0.5,0.5,..,..,..,1.2,..,0.5,1.5,2.5,0.5,..,1.2,..,..,..,..,1,0.5,..,0.5,..,0.5,0.7,..,..,..,1,..,0.5,1.3,0.5,0.5,..,..,2.3,..,0.7,1.2,1.5,..,0.7,1.3,..,..,0.8,0.8,..,0.8,1.3,0.5,0.5,..,0.5,0.7,..
E07000066,Basildon,0.2,..,1.3,..,2.4,0.3,..,0.3,..,..,..,1.1,..,..,..,0.8,0.8,..,1,..,0.4,..,..,0.2,0.2,0.5,0.7,0.4,0.5,0.3,1.2,0.4,0.2,..,0.5,0.4,0.9,0.7,0.2,0.8,..,1.2,0.5,0.6,0.2,1.1,0.4,0.2,0.4,0.7,..,0.8,0.3,1.2,1.1,0.3,0.6,..,0.4,0.4,0.6,0.7,0.2,0.2,0.5,0.4,..,0.4,..,..,..,0.3,..,..,1.1,0.3,1,0.5,..,1.2,..,0.2,0.6,1,..,0.4,0.8,0.7,..,1.4,0.8,0.4,0.6,0.6,0.3,0.6,..,0.6,0.2,..
E07000067,Braintree,0.7,..,1,0.5,1.5,0.6,..,0.4,..,0.5,0.4,1.1,..,..,0.5,0.6,1,..,0.9,..,0.4,..,..,0.6,..,0.4,0.9,0.5,1,0.5,0.6,0.4,..,..,..,1.4,1.2,1.1,..,0.6,0.4,1,..,..,..,0.9,0.5,..,0.5,..,..,0.6,0.7,1,1.2,..,0.9,..,0.4,..,0.6,1.1,0.4,0.4,0.5,0.5,..,1,..,..,..,0.7,..,..,0.7,0.7,1,0.7,..,1.5,..,0.4,0.7,0.7,0.5,..,0.5,0.9,..,0.5,0.7,..,0.6,0.5,0.4,0.6,..,0.7,0.7,..
E07000068,Brentwood,..,..,0.8,..,1.6,1.1,..,..,..,..,..,0.8,..,..,..,1.6,..,..,1.3,..,..,..,..,..,0.8,0.8,1.1,..,..,1.1,..,0.8,..,..,0.8,..,..,..,..,0.8,..,1.6,..,..,..,..,..,..,..,..,..,1.3,1.3,1.6,0.8,..,1.6,..,0.8,..,..,..,0.8,..,..,..,..,..,..,..,..,1.1,..,..,1.1,..,..,..,0.8,2.4,..,..,..,0.8,..,..,1.1,0.8,..,0.8,2.4,..,1.3,..,..,..,..,..,..,..
E07000069,Castle Point,..,..,1,..,1.4,0.7,..,..,..,0.7,..,1.9,..,..,..,1.4,1,..,1,..,..,..,..,..,..,..,1.7,1.2,..,..,1.4,..,..,..,..,0.7,0.7,1,..,..,..,..,..,..,..,1.4,..,..,..,..,..,1.7,..,1.2,..,0.7,1.2,..,..,..,..,1.2,..,..,..,..,..,..,..,..,..,0.7,..,..,1.7,0.7,..,..,..,1,..,..,..,1.4,..,0.7,0.7,1.7,..,1.2,1,..,..,0.7,..,..,..,..,..,..
E07000070,Chelmsford,0.3,0.3,0.4,..,1.4,1,0.3,0.3,0.4,..,..,0.9,..,..,..,0.9,0.3,..,0.8,0.5,0.4,..,..,..,0.6,0.4,0.5,..,0.6,0.3,1.4,0.4,0.6,0.6,0.3,1.4,1.5,1.1,0.3,1,..,1.2,..,0.3,..,0.5,0.3,0.3,0.3,0.3,0.4,1,0.7,1.4,0.6,..,0.9,0.3,0.3,..,0.4,0.4,..,..,..,..,..,0.3,..,..,..,0.8,0.4,0.6,1.1,0.3,0.9,0.3,..,2.3,..,..,0.9,1.2,..,0.6,0.5,0.6,..,0.5,1.1,0.4,0.8,0.9,..,..,..,0.9,0.6,..
E07000071,Colchester,..,..,1.2,0.4,1.4,0.4,..,0.5,0.5,0.4,0.5,0.3,..,0.4,..,0.7,0.4,0.3,..,..,0.4,0.4,..,0.7,0.5,0.5,0.6,0.3,0.7,0.6,0.9,0.3,0.3,..,0.5,0.4,0.7,0.8,..,0.9,..,1,..,..,0.5,0.7,0.5,..,0.5,0.5,..,1.3,0.8,1.3,0.7,0.5,0.5,..,0.4,..,..,0.6,0.3,0.4,..,0.4,..,0.4,..,..,..,0.7,..,0.3,0.9,0.7,0.5,0.4,..,2.4,0.3,0.5,0.5,1.4,..,0.6,0.4,0.3,..,0.8,0.6,0.3,0.7,1,0.3,0.7,0.5,0.4,0.5,..
E07000072,Epping Forest,0.4,..,0.6,0.4,1,..,0.5,0.4,..,..,0.4,1.8,..,0.5,..,0.4,0.9,..,0.8,0.5,..,0.4,..,..,0.8,..,0.6,0.4,0.8,0.4,1.3,..,0.8,..,0.5,0.4,1,0.8,..,0.8,0.4,0.8,..,0.4,0.4,0.6,..,..,0.4,0.6,..,1.9,..,1.3,1.1,..,1.3,..,..,..,..,1,..,0.4,..,..,0.5,..,..,..,..,0.4,0.4,..,0.4,..,0.6,0.5,0.5,1.8,..,0.9,0.6,0.8,..,..,0.4,0.8,..,0.5,1.4,1.3,0.9,0.4,..,..,..,0.4,..,..
E07000073,Harlow,..,..,0.7,..,1.3,..,..,..,..,..,..,0.8,..,..,..,0.7,..,..,..,..,0.8,..,..,..,0.7,0.7,..,..,0.7,0.8,1.3,..,0.5,..,..,..,1.2,0.7,..,0.5,..,1.2,0.7,..,..,0.8,..,..,0.5,..,..,1,..,1,0.7,..,1.2,..,0.7,..,..,0.5,..,0.7,..,..,..,..,0.7,..,..,0.5,0.5,..,0.8,..,0.7,..,..,2.7,..,..,0.5,..,..,..,..,1.7,..,0.8,0.8,0.5,1.2,..,..,..,..,..,0.8,..
E07000074,Maldon,..,..,..,..,2.5,..,..,..,..,..,..,..,..,..,1.5,..,1.8,..,2.2,..,..,..,..,..,..,..,..,..,..,..,1.8,..,..,..,..,1.5,1.5,1.1,..,..,..,1.5,..,..,..,..,..,..,..,..,..,..,1.5,1.5,..,1.1,1.1,..,..,..,..,1.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,..,..,1.5,..,..,1.1,1.5,..,..,1.8,..,..,1.5,..,..,1.1,..,..,..,..,..,..,..
E07000075,Rochford,..,..,1.8,..,1.3,..,..,..,..,1.1,..,1.6,..,..,..,..,0.8,..,1.1,..,0.8,..,..,0.8,0.8,0.8,..,..,0.8,..,2.6,..,..,..,..,..,1.3,1.3,..,1.1,..,0.8,..,..,..,1.1,..,..,..,..,..,1.1,..,0.8,..,..,1.6,..,0.8,..,..,1.1,..,0.8,..,..,..,..,..,..,..,..,..,..,0.8,..,..,..,..,1.6,..,..,1.1,2.1,..,0.8,0.8,1.6,..,0.8,1.1,..,0.8,1.3,..,..,..,..,..,..
E07000076,Tendring,..,..,0.6,0.4,0.9,..,..,0.4,..,0.7,..,1,..,0.4,..,0.6,0.6,..,0.4,0.4,..,..,..,..,..,..,1.2,0.6,0.4,..,0.6,..,..,0.4,0.9,0.7,0.9,0.9,..,1.2,..,0.6,0.4,..,..,0.9,..,..,0.6,0.6,..,0.4,0.7,1.3,1.2,..,..,..,..,0.4,..,0.4,0.4,..,..,0.4,..,0.9,..,..,..,0.4,..,..,1.3,0.6,1.2,..,..,1.6,0.4,..,..,1,..,0.7,0.4,0.4,..,..,1.5,0.4,..,0.4,..,..,..,..,0.4,..
E07000077,Uttlesford,0.7,..,1.7,..,1.2,0.9,..,..,0.7,0.7,..,1.7,0.7,..,..,2.4,0.7,..,0.7,..,..,..,..,..,..,..,1.4,..,0.7,0.9,0.9,..,..,..,0.7,0.9,0.7,..,..,1.4,..,1.4,0.7,..,..,0.7,..,..,..,0.7,..,1.2,0.7,1.4,0.7,..,0.9,..,..,..,0.7,0.7,..,0.9,0.7,..,..,..,..,0.7,..,2.1,..,..,0.9,0.7,0.7,..,..,..,..,1.2,0.7,1.4,..,0.9,..,..,..,..,0.7,1.2,1.2,0.9,..,..,..,..,1.2,..
E07000078,Cheltenham,..,..,0.9,..,1.3,..,0.9,0.8,..,..,..,0.9,..,..,..,1.1,..,..,..,..,..,..,..,0.5,0.5,..,..,0.5,0.8,..,1.7,0.8,..,..,0.5,0.9,0.6,1.4,0.5,..,0.5,..,..,..,..,0.6,..,..,..,..,..,0.6,0.5,1.6,1.1,..,0.6,0.5,..,..,..,..,..,..,0.8,..,0.5,..,0.5,..,..,0.5,0.5,..,0.6,..,0.5,1.1,..,1.4,0.5,..,1.3,0.8,0.5,0.5,..,..,..,..,0.6,0.5,0.6,0.9,..,0.8,..,..,0.6,0.5
E07000079,Cotswold,..,..,0.8,..,..,..,0.8,..,..,..,..,1.4,..,..,..,2,1.4,..,1.4,..,1.1,..,..,..,0.8,1.4,1.7,..,..,..,..,..,..,..,..,1.1,..,1.7,..,2,0.8,..,..,..,..,..,..,..,..,0.8,..,2,..,0.8,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,..,1.7,..,..,1.1,..,..,..,0.8,2.3,..,..,1.4,2,..,..,..,..,..,0.8,..,..,..,..,..,..,..,..,..,..
E07000080,Forest of Dean,..,..,..,..,1.5,..,..,..,..,..,..,0.9,..,..,..,1.5,..,..,0.9,..,..,..,..,..,..,..,0.9,..,..,..,..,..,..,..,..,..,2.1,3.2,..,0.9,..,..,..,..,..,..,..,..,..,1.2,..,..,..,1.5,..,0.9,..,..,..,..,..,..,0.9,..,..,..,..,..,..,..,..,..,..,..,1.5,0.9,..,..,..,2.7,..,0.9,..,..,..,0.9,..,1.2,..,..,..,..,..,..,..,..,..,..,1.2,..
E07000081,Gloucester,0.4,..,0.5,..,1.5,..,..,..,..,0.6,..,1,..,0.5,..,0.6,0.8,0.4,1,..,0.5,..,..,..,..,1,0.8,..,0.6,..,1.6,..,..,..,0.4,..,..,1.1,..,1.5,..,0.5,..,..,..,1,0.4,..,..,..,..,..,0.5,2,1,0.6,0.5,0.4,0.6,..,..,0.8,..,0.5,0.8,0.4,..,..,0.5,..,..,0.8,0.5,..,0.8,..,..,0.4,..,1.6,..,..,0.4,1.3,..,..,..,0.8,0.5,0.6,0.6,..,0.4,0.5,..,..,..,..,0.9,..
E07000082,Stroud,..,..,0.9,..,0.8,0.6,..,..,..,0.8,..,0.8,..,..,..,0.6,..,..,..,..,0.6,..,0.8,..,..,0.9,1.5,..,0.9,0.6,0.8,..,0.8,..,1.7,0.9,1.5,2.3,..,0.9,0.8,..,..,..,..,..,..,..,..,..,..,0.8,0.8,2.5,0.6,..,..,..,..,..,..,0.9,..,..,..,0.9,..,..,..,0.6,..,1.3,..,..,1.1,..,0.6,0.9,..,1.3,0.6,..,1.1,1.5,..,..,1.1,0.9,..,..,0.6,..,0.9,..,..,..,..,..,0.8,..
E07000083,Tewkesbury,..,..,0.6,..,1.2,..,1.2,0.6,..,..,..,0.8,..,..,..,..,..,0.6,1,..,..,..,0.6,..,..,..,1,..,1.4,0.8,1,..,0.6,..,..,1.2,0.8,0.6,0.6,1.2,0.6,0.8,..,..,..,..,..,..,0.6,1.2,..,1,0.6,2.2,1,0.6,..,..,0.6,..,..,1,..,..,0.6,0.8,..,..,..,..,..,1,..,..,0.8,..,1.2,..,..,2.2,0.6,..,1,1.4,..,..,1,..,..,..,..,..,1,..,..,0.6,..,..,1,..
E07000084,Basingstoke and Deane,0.3,..,0.8,0.5,1.6,0.5,..,0.4,..,0.5,0.3,0.7,0.4,0.9,0.4,0.7,0.7,0.5,1,0.3,0.4,0.3,..,1,0.3,0.3,1.2,0.5,0.5,0.3,1.6,0.5,..,0.8,0.3,1,..,0.5,0.4,0.9,0.4,0.7,..,..,0.6,0.3,0.7,0.3,0.3,0.7,..,0.9,..,1.4,0.5,0.4,0.9,..,0.5,0.3,..,1.1,..,0.4,..,0.4,..,0.3,0.3,..,..,0.9,..,..,1.5,0.5,0.8,0.4,..,2.2,..,..,0.9,0.8,..,0.7,0.9,0.5,..,1,0.6,0.6,0.6,1.1,..,..,0.3,0.3,..,0.4
E07000085,East Hampshire,1,..,0.6,..,1.5,1,..,..,..,..,0.8,1.1,..,..,..,0.8,1.5,..,1.1,..,..,..,..,0.8,..,..,..,..,1,..,0.6,..,0.6,0.6,..,1.3,0.8,1.3,..,1,..,1,..,..,..,..,0.6,..,..,0.8,..,0.6,..,1.3,..,0.6,0.8,..,1,..,..,0.6,..,..,1,..,..,..,..,0.6,..,..,..,..,0.6,..,0.6,0.6,..,2.5,..,..,0.8,1,..,0.8,0.8,1.5,..,..,0.8,0.6,1.5,0.6,..,0.8,..,..,..,0.6
E07000086,Eastleigh,..,..,..,0.5,2.1,..,..,..,..,0.6,..,1.5,..,0.6,..,0.8,1.1,..,0.8,..,0.6,..,..,..,0.9,0.5,1.1,0.5,0.6,0.5,0.5,..,0.6,1.1,0.6,1.5,0.5,..,..,1.4,0.6,1.1,..,..,..,1.4,..,..,..,..,..,1.1,0.9,2,0.9,..,1.1,..,0.5,..,0.6,0.9,0.8,..,0.6,0.8,..,1.1,..,..,..,1.2,..,..,1.4,..,0.6,..,0.5,1.5,..,0.6,0.6,1.5,..,0.6,..,0.5,..,0.6,0.9,0.5,1.7,1.5,0.6,0.5,..,..,0.5,..
E07000087,Fareham,..,..,1,0.6,1.4,..,..,..,0.8,..,..,1.2,..,0.6,..,0.8,0.8,..,..,..,..,..,..,0.6,0.6,..,2.2,..,1.6,1,0.6,..,..,..,..,1.4,0.8,1.2,..,0.6,..,1.4,..,..,0.6,1.2,1.4,..,1,0.8,..,1,0.8,2.4,..,..,1.4,..,..,..,0.6,2.2,0.8,..,0.6,..,..,..,..,..,..,1.2,0.6,..,1,..,..,..,..,2.2,..,1,..,1,..,..,1.2,..,..,..,..,0.8,0.6,1.4,..,..,..,..,0.8,..
E07000088,Gosport,..,..,1.4,..,1.6,..,..,..,..,..,..,0.9,..,..,..,..,..,..,0.9,..,..,..,..,..,0.7,..,0.7,..,0.7,..,0.9,0.7,..,..,0.9,0.9,0.7,0.9,..,1.4,..,..,..,..,..,1.6,..,..,..,..,..,1.2,0.9,1.2,0.7,..,0.9,..,..,..,0.7,0.7,0.7,..,..,1.2,..,0.7,..,..,..,..,..,..,0.9,..,0.7,..,..,1.9,..,0.9,0.7,1.6,..,..,0.9,0.7,..,1.9,0.7,..,0.9,..,..,..,..,0.9,0.7,..
E07000089,Hart,0.7,..,1.7,0.7,1.7,..,0.7,..,0.7,..,..,0.7,0.7,..,..,..,1.1,..,1.1,..,..,..,..,1.3,..,0.7,1.7,..,..,1.1,1.5,..,..,..,..,2.4,1.1,1.1,..,1.3,..,2.2,..,..,..,0.7,1.3,..,..,0.9,..,0.9,1.5,1.1,0.7,..,2,..,..,0.7,..,1.1,0.9,..,..,0.7,..,..,..,..,..,0.7,..,..,..,..,..,..,..,1.5,..,..,0.7,1.3,..,1.7,..,..,..,0.7,..,..,1.3,1.3,..,0.7,..,..,..,..
E07000090,Havant,..,..,0.6,..,2.4,..,..,0.6,..,0.5,0.6,1.4,..,0.8,..,0.6,0.5,..,0.9,..,..,..,..,0.6,0.5,0.5,0.5,..,0.6,..,..,..,0.5,0.6,0.5,1.6,0.8,0.8,0.5,0.8,0.6,0.5,0.5,0.5,..,0.5,..,..,..,0.8,..,0.9,0.9,0.8,0.9,..,0.6,..,0.5,..,0.5,0.9,..,..,..,..,0.6,0.5,..,..,..,0.9,..,0.5,0.8,..,..,0.5,0.9,1.6,..,0.5,1.4,1.1,0.6,0.6,0.9,0.8,..,0.6,0.9,..,0.6,0.5,..,0.5,..,0.5,1.3,..
E07000091,New Forest,0.4,..,1.3,..,1.4,..,..,0.4,..,0.6,..,1.7,0.4,0.4,0.4,1.2,0.9,..,0.9,0.6,..,0.6,..,0.7,..,..,1.2,..,0.6,0.6,1.2,0.9,0.4,0.4,0.4,1.2,1.3,0.9,..,0.6,0.4,1.4,..,..,..,0.6,..,..,..,1.2,..,0.7,0.4,0.7,0.6,..,0.9,..,..,..,..,1.4,0.4,..,0.4,..,..,0.6,..,..,..,1.3,..,..,1,..,0.6,0.7,0.4,1.6,..,..,1.2,0.7,..,..,1,..,..,..,1.4,0.7,0.9,0.6,0.4,0.9,..,..,1,..
E07000092,Rushmoor,0.6,..,0.5,..,1.9,0.5,..,..,..,0.5,..,..,..,0.8,..,0.5,0.5,..,0.6,..,..,..,..,..,0.5,1,1.3,0.8,..,..,1.3,..,..,0.6,..,0.5,1.1,..,..,..,0.6,1.1,..,..,..,0.5,0.5,..,..,..,..,1.4,0.5,1.3,0.5,0.5,0.6,..,1,..,..,0.6,0.5,..,..,0.5,..,0.5,0.5,..,..,1.1,..,..,0.8,..,0.5,..,..,2.4,..,0.6,0.5,1.3,..,..,..,..,..,1,0.6,0.6,0.8,1,..,..,..,..,0.8,..
E07000093,Test Valley,0.8,..,1.5,..,2.1,..,0.5,0.7,..,0.5,..,0.7,..,..,..,1.3,0.7,..,0.5,..,..,..,0.5,0.5,0.5,1.2,0.5,0.5,1.3,..,1.2,0.5,0.5,..,..,1.6,0.5,2.5,..,..,..,..,..,..,..,..,..,..,0.5,0.7,0.5,0.7,0.8,1.5,0.5,0.7,1.5,..,..,..,..,..,0.5,..,0.5,0.5,..,0.7,..,0.5,..,0.7,0.5,..,..,..,..,..,..,2.1,..,0.7,0.7,1.6,..,..,1.2,..,..,0.7,0.5,0.5,1,2.1,0.5,..,..,..,1,0.5
E07000094,Winchester,0.6,..,1.3,..,1.3,0.6,..,..,..,0.7,..,0.7,..,..,..,1.3,0.9,..,1.1,..,0.7,..,..,0.6,..,..,0.6,..,..,0.7,1.7,..,..,0.7,0.7,1.9,0.6,0.7,..,0.7,0.7,..,..,..,..,..,..,..,..,0.7,0.7,0.7,1.7,1.1,0.6,..,1.3,..,..,..,0.6,2,0.7,..,..,..,..,0.6,..,0.7,..,1.5,..,..,0.7,0.6,..,0.7,..,2.8,..,..,1.1,0.9,..,..,1.3,0.7,..,0.9,..,0.9,0.7,1.1,..,0.6,..,0.6,0.6,..
E07000095,Broxbourne,0.5,..,0.5,0.6,1.6,..,..,..,..,..,..,1.8,..,0.5,..,0.6,1.6,..,0.5,0.5,..,..,..,..,..,..,0.8,0.5,0.8,..,1.5,0.5,..,..,..,..,1,1.3,..,1,0.6,..,1,..,0.5,0.8,..,..,..,..,..,1.1,1,0.6,0.5,..,0.5,0.5,..,..,0.6,0.6,..,..,..,..,..,..,..,..,..,0.5,0.5,..,0.8,..,0.6,..,..,1.3,..,..,0.5,..,..,..,..,0.5,..,0.6,1.3,..,..,..,..,..,..,..,0.6,..
E07000096,Dacorum,0.4,..,1.1,0.7,0.9,..,..,0.6,..,..,..,1.6,0.3,0.7,..,0.6,0.9,..,0.6,0.6,0.3,..,0.3,0.6,..,0.6,0.6,..,0.3,..,0.9,..,0.4,..,0.3,0.7,0.8,0.8,..,0.7,0.6,1.2,..,..,0.4,0.7,0.8,..,0.3,0.6,..,0.9,0.6,1.2,0.4,..,1,..,0.3,0.3,0.3,1.3,0.4,0.3,..,..,..,0.7,..,..,..,0.4,..,0.3,1.6,0.8,0.7,..,..,2,0.7,..,0.6,1.3,..,..,0.7,0.4,..,0.8,0.7,..,1,1.6,0.3,..,..,..,0.6,..
E07000098,Hertsmere,..,..,0.6,..,1,..,..,..,..,..,0.5,..,..,0.6,..,1.1,1,0.5,1.1,..,..,..,..,..,..,0.5,1.5,..,..,0.6,1,0.6,..,..,0.8,..,0.8,0.5,..,..,..,0.6,..,..,..,..,0.5,..,..,..,..,0.6,..,..,0.5,..,0.8,..,..,..,..,1,0.5,..,0.5,0.5,..,..,1,..,..,..,1,..,1.3,..,..,..,..,1.9,..,..,0.5,0.8,..,..,0.6,0.8,0.5,..,1.8,0.5,1.9,0.6,..,..,..,..,..,..
